story|action|classified_action|similarity
As a Developer, I want to get a Data Package into Node, so that I can start using the data for doing analysis and visualizations.|get|read|0.5397834777832031
As a Researcher, I want to get a Data Package into Julia in seconds, so that I can start using the data for doing analysis and visualizations.|get|read|0.5418144464492798
As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs.|add|read|0.5716626048088074
As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data.|provide|read|0.5644723176956177
As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.|save|create|0.5465696454048157
As a ResearcherPublisher, I want to know that my data conforms to its Data Package profile, so that I can feel trust in the validity and usefulness of the data.|know|read|0.3695433735847473
As a ResearcherPublisher, I want to understand the ways in which my data is invalid, so that I can know how to fix it.|understand|read|0.4944617450237274
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations.|get|read|0.5102026462554932
As a Researcher, I want to get a Data Package into Excel in seconds, so that I can start using the data for doing analysis and visualizations.|get|read|0.5516270399093628
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations.|get|read|0.5340208411216736
As a Researcher, I want to get a Data Package into STATA in seconds, so that I can start using the data for doing analysis and visualizations.|get|read|0.538098931312561
As a Researcher, I want to be able to translate my EML dataset to a Data Package, so that I can benefit from the wide array of tools available for Data Packages.|translate|read|0.5647645592689514
As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations.|get|read|0.5340208411216736
As a Developer, I want to get a Data Package into Python in seconds, so that I can start using the data for doing analysis and visualizations.|get|read|0.5169692635536194
As a Developer, I want a jQuery plugin for Core Data Packages, so that I can use it to apply to form control that uses a core dataset for autocompletion.|want|read|0.4714442789554596
As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization.|get|read|0.5620186924934387
As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job.|do|read|0.46140187978744507
As a Developer, I want to operationalize that analysis in Python, so that I can use the best tool for the job.|operationalize|read|0.3695433735847473
As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations.|get|read|0.5340208411216736
As a Developer, I want to get a Data Package into Julia in seconds, so that I can start using the data in doing analysis and visualizations.|get|read|0.5418144464492798
