Action 1 | Action 2 | Result | Score 
add|know|False|0.4315435588359833
specify|save|False|0.47972026467323303
know|translate|False|0.4733563959598541
want|reference|False|0.681678295135498
do|provide|False|0.3307676613330841
translate|add|False|0.42908596992492676
publish|store|False|0.16939455270767212
understand|operationalize|False|0.5969195365905762
make it easy|do|False|0.4853748083114624
provide|publish|False|0.2607693374156952
save|reference|False|0.6165333986282349
check|store|False|0.24602295458316803
create|check|False|0.3254101276397705
package|use|False|0.36214056611061096
store|translate|False|0.22245502471923828
know|provide|False|0.5439006090164185
want|publish|False|0.29940304160118103
reference|make it easy to asses|True|0.9240299463272095
specify|create|False|0.5502960085868835
save|publish|False|0.20176401734352112
map|make it easy to asses|True|0.907882034778595
customize|operationalize|False|0.5073273777961731
store|provide|False|0.28829461336135864
operationalize|make it easy to asses|True|0.9100965261459351
package|provide|False|0.3395858407020569
use|understand|False|0.694542646408081
would like|create|False|0.4746498465538025
translate|map|False|0.35016658902168274
make it easy to asses|understand|False|0.8545278906822205
customize|add|False|0.5368434190750122
want|want|False|0.0
make it easy|specify|False|0.709430456161499
provide|get|False|0.2669226825237274
know|understand|False|0.6402687430381775
save|get|False|0.23193548619747162
create|translate|False|0.42283108830451965
reference|know|False|0.6352384090423584
add|store|False|0.17213723063468933
map|know|False|0.5148188471794128
provide|would like|False|0.5768890380859375
store|understand|False|0.35496315360069275
specify|make it easy to asses|True|0.9585237503051758
create|provide|False|0.2909336984157562
get|customize|False|0.32210901379585266
operationalize|know|False|0.4991285800933838
want|would like|False|0.6755330562591553
get|package|False|0.2237878441810608
provide|do|False|0.34499815106391907
get|check|False|0.25087785720825195
publish|operationalize|False|0.43262162804603577
want|do|False|0.6159586310386658
save|do|False|0.28744715452194214
do|reference|False|0.5942069292068481
use|publish|False|0.4225821793079376
embed|reference|False|0.7356919050216675
check|add|False|0.29673144221305847
create|understand|False|0.6164328455924988
validate|reference|False|0.5533285737037659
specify|know|False|0.6850754618644714
know|reference|False|0.7028036713600159
understand|make it easy|False|0.6018584966659546
do|publish|False|0.23797082901000977
import|add|False|0.255004346370697
provide|specify|False|0.7210627794265747
understand|customize|False|0.7122368812561035
make it easy|map|False|0.4846569895744324
understand|package|False|0.3344344198703766
reference|store|False|0.3698314428329468
know|publish|False|0.25054502487182617
want|specify|False|0.682838499546051
map|store|False|0.29096683859825134
package|reference|False|0.38876238465309143
do|want|False|0.3325531780719757
get|translate|False|0.25799238681793213
understand|check|False|0.5389378666877747
operationalize|store|False|0.2670917510986328
embed|want|False|0.5075351595878601
use|get|False|0.3554781377315521
customize|package|False|0.4107072055339813
make it easy to asses|get|False|0.6718950271606445
package|publish|False|0.20864912867546082
validate|want|False|0.5172738432884216
would like|want|False|0.48705071210861206
understand|embed|False|0.48211294412612915
get|provide|False|0.2652563750743866
do|get|False|0.3037206530570984
customize|check|False|0.41577768325805664
know|get|False|0.30718421936035156
package|want|False|0.47923406958580017
add|add|False|0.0
do|would like|False|0.38851436972618103
store|get|False|0.18419481813907623
make it easy|import|False|0.2749168872833252
embed|would like|False|0.6940458416938782
package|get|False|0.27617961168289185
specify|store|False|0.3203792870044708
validate|would like|False|0.6253126859664917
understand|translate|False|0.6273916363716125
would like|would like|False|0.0
make it easy|validate|False|0.44951751828193665
create|publish|False|0.19455978274345398
get|understand|False|0.42934349179267883
know|would like|False|0.5293791890144348
understand|provide|False|0.6316897869110107
make it easy to asses|operationalize|False|0.8113077282905579
embed|do|False|0.4375760555267334
customize|translate|False|0.471723735332489
package|would like|False|0.36119043827056885
validate|do|False|0.5065832138061523
know|do|False|0.5247337818145752
publish|customize|False|0.34784531593322754
make it easy|save|False|0.4316602945327759
publish|package|False|0.2251943200826645
want|map|False|0.48281049728393555
check|customize|False|0.49354180693626404
customize|provide|False|0.6041433811187744
check|package|False|0.4684693217277527
create|get|False|0.25732889771461487
save|make it easy|False|0.33532243967056274
package|do|False|0.28807613253593445
translate|understand|False|0.6457342505455017
publish|check|False|0.26381269097328186
do|specify|False|0.49257564544677734
reference|add|False|0.45723170042037964
make it easy|create|False|0.6293766498565674
store|operationalize|False|0.30657094717025757
embed|specify|False|0.7594926953315735
map|add|False|0.4330752193927765
publish|embed|False|0.23944251239299774
validate|specify|False|0.6382628083229065
know|specify|False|0.7669222354888916
customize|understand|False|0.7688388228416443
package|specify|False|0.49116942286491394
provide|import|False|0.33986154198646545
get|publish|False|0.17780020833015442
provide|validate|False|0.43248501420021057
want|import|False|0.3913498818874359
add|customize|False|0.4866572618484497
provide|use|False|0.5398163199424744
save|import|False|0.22210082411766052
publish|translate|False|0.24584762752056122
want|validate|False|0.4609466791152954
add|package|False|0.4104596972465515
check|translate|False|0.35553690791130066
make it easy|make it easy to asses|False|0.7058780789375305
save|validate|False|0.36794108152389526
specify|add|False|0.5110086798667908
save|use|False|0.391531378030777
publish|provide|False|0.27423614263534546
import|translate|False|0.2534838914871216
add|check|False|0.2840808629989624
provide|save|False|0.39753755927085876
check|provide|False|0.3555816411972046
would like|add|False|0.4875299632549286
get|get|False|0.0
understand|reference|False|0.7385509610176086
translate|store|False|0.28206002712249756
want|save|False|0.44142380356788635
use|make it easy|False|0.4530767798423767
make it easy to asses|make it easy|False|0.6356475949287415
provide|create|False|0.33873435854911804
understand|publish|False|0.34494245052337646
do|map|False|0.40978971123695374
embed|map|False|0.35676470398902893
want|create|False|0.48251280188560486
validate|map|False|0.40646299719810486
make it easy|know|False|0.4755602478981018
save|create|False|0.31321027874946594
would like|map|False|0.5211492776870728
publish|understand|False|0.3582306504249573
customize|publish|False|0.30622217059135437
check|understand|False|0.6161091327667236
reference|customize|False|0.678165853023529
add|translate|False|0.2907055616378784
import|understand|False|0.4508364200592041
make it easy to asses|embed|False|0.5449753999710083
store|make it easy|False|0.2574611008167267
package|map|False|0.48671773076057434
operationalize|customize|False|0.6873363256454468
understand|get|False|0.4893104135990143
add|provide|False|0.3651968538761139
reference|check|False|0.5802503228187561
operationalize|package|False|0.35499173402786255
use|import|False|0.4148821532726288
provide|make it easy to asses|True|0.9333364367485046
operationalize|check|False|0.3867743909358978
use|validate|False|0.6475510001182556
customize|get|False|0.4082196056842804
do|import|False|0.2801752984523773
want|make it easy to asses|False|0.8638898134231567
embed|import|False|0.3506200909614563
operationalize|embed|False|0.34788796305656433
understand|would like|False|0.7310532331466675
store|embed|False|0.21658167243003845
make it easy to asses|use|False|0.7052034735679626
do|validate|False|0.32465967535972595
validate|import|False|0.33424055576324463
embed|validate|False|0.46781471371650696
know|import|False|0.2630886137485504
publish|reference|False|0.4450748860836029
create|make it easy|False|0.2498830258846283
specify|customize|False|0.7329319715499878
add|understand|False|0.5631680488586426
know|validate|False|0.4424154460430145
translate|operationalize|False|0.519524872303009
make it easy|store|False|0.3889865279197693
specify|package|False|0.42305198311805725
understand|do|False|0.4787467122077942
know|use|False|0.6261616945266724
package|import|False|0.2966362535953522
reference|translate|False|0.4331957697868347
do|save|False|0.28183409571647644
map|translate|False|0.3553963303565979
specify|check|False|0.5728795528411865
embed|save|False|0.42668333649635315
package|validate|False|0.46573784947395325
store|use|False|0.26379069685935974
validate|save|False|0.4468599557876587
use|create|False|0.418998658657074
operationalize|translate|False|0.3553326725959778
would like|save|False|0.5198666453361511
know|save|False|0.3613254427909851
import|store|False|0.20744027197360992
want|know|False|0.5298295617103577
create|embed|False|0.3159317672252655
do|create|False|0.3053123950958252
operationalize|provide|False|0.4748035967350006
embed|create|False|0.4887905418872833
provide|want|False|0.4467683434486389
understand|specify|False|0.8726710677146912
package|save|False|0.30122023820877075
validate|create|False|0.46315905451774597
know|create|False|0.5029969215393066
publish|get|False|0.24554163217544556
save|want|False|0.40410029888153076
check|get|False|0.3648289740085602
package|create|False|0.29185014963150024
reference|understand|False|0.8098288774490356
create|use|False|0.327589750289917
specify|translate|False|0.7152124047279358
map|understand|False|0.746886670589447
operationalize|understand|False|0.7211856842041016
specify|provide|False|0.6527210474014282
get|make it easy|False|0.23897820711135864
do|make it easy to asses|False|0.8292868733406067
embed|make it easy to asses|True|0.9384604096412659
save|would like|False|0.4819757044315338
validate|make it easy to asses|True|0.9625879526138306
want|store|False|0.29963648319244385
would like|make it easy to asses|False|0.8011912703514099
publish|do|False|0.2948697805404663
know|make it easy to asses|True|0.9271939396858215
use|reference|False|0.7325384616851807
make it easy|add|False|0.5524910688400269
make it easy to asses|reference|False|0.7019760608673096
get|embed|False|0.2874043881893158
check|operationalize|False|0.49369317293167114
package|make it easy to asses|False|0.8363407254219055
add|get|False|0.2664509415626526
translate|make it easy|False|0.3186686933040619
import|operationalize|False|0.34970107674598694
specify|understand|False|0.7958171367645264
translate|customize|False|0.5669781565666199
make it easy to asses|publish|False|0.5477690696716309
translate|package|False|0.35071393847465515
publish|specify|False|0.3757282793521881
do|know|False|0.3391032814979553
embed|know|False|0.5252635478973389
translate|check|False|0.37469398975372314
validate|know|False|0.512786865234375
use|want|False|0.7130895256996155
would like|know|False|0.644294023513794
store|reference|False|0.4170302450656891
make it easy to asses|want|False|0.6839837431907654
get|use|False|0.2559162974357605
save|specify|False|0.5462382435798645
customize|make it easy|False|0.49474218487739563
translate|embed|False|0.3378100097179413
operationalize|publish|False|0.2819887697696686
store|publish|False|0.16347986459732056
package|know|False|0.3902393877506256
know|want|False|0.5349986553192139
add|operationalize|False|0.44003626704216003
store|want|False|0.28690364956855774
customize|embed|False|0.37719646096229553
use|would like|False|0.5466195940971375
understand|import|False|0.2844606339931488
translate|use|False|0.6612568497657776
make it easy to asses|would like|False|0.681930661201477
create|reference|False|0.5832334160804749
provide|add|False|0.3815019726753235
understand|validate|False|0.6074703335762024
operationalize|get|False|0.32845833897590637
understand|use|False|0.6072432398796082
do|store|False|0.21845613420009613
want|add|False|0.5509728193283081
use|do|False|0.5283004641532898
translate|provide|False|0.4378170371055603
embed|store|False|0.2873513698577881
save|add|False|0.2867544889450073
make it easy to asses|do|False|0.7620337605476379
validate|store|False|0.29743242263793945
would like|store|False|0.2918323874473572
make it easy|customize|False|0.8318642377853394
customize|use|False|0.636295735836029
understand|save|False|0.4020743668079376
store|would like|False|0.29467785358428955
make it easy|package|False|0.36839672923088074
publish|make it easy|False|0.22415626049041748
provide|map|False|0.5061809420585632
create|want|False|0.39995089173316956
check|make it easy|False|0.30140596628189087
package|store|False|0.23797307908535004
make it easy|check|False|0.4295070171356201
specify|get|False|0.445523202419281
import|make it easy|False|0.28654003143310547
reference|operationalize|False|0.640102207660675
use|specify|False|0.7707715630531311
save|map|False|0.3315148651599884
understand|create|False|0.616695761680603
operationalize|do|False|0.42505788803100586
store|do|False|0.2334119826555252
map|operationalize|False|0.5454972982406616
import|customize|False|0.3409290313720703
make it easy to asses|specify|False|0.8617482781410217
import|package|False|0.20911967754364014
import|check|False|0.27782586216926575
check|embed|False|0.3246578872203827
create|would like|False|0.4764519929885864
import|embed|False|0.36209291219711304
get|reference|False|0.409782350063324
store|specify|False|0.3413943648338318
publish|import|False|0.24368885159492493
publish|validate|False|0.29343995451927185
make it easy|translate|False|0.4668367803096771
create|do|False|0.30913007259368896
add|make it easy|False|0.3369652330875397
publish|use|False|0.3286292552947998
understand|make it easy to asses|True|0.9395362138748169
specify|operationalize|False|0.6861076354980469
check|use|False|0.4446350336074829
use|add|False|0.5637488961219788
embed|operationalize|False|0.5858644247055054
import|use|False|0.2932545840740204
validate|operationalize|False|0.525696337223053
would like|operationalize|False|0.5449976325035095
get|want|False|0.37991073727607727
do|add|False|0.3295442461967468
translate|reference|False|0.637302041053772
embed|add|False|0.45878925919532776
want|customize|False|0.5972958207130432
validate|add|False|0.42079052329063416
want|package|False|0.3821362853050232
know|add|False|0.425520122051239
add|embed|False|0.3084878921508789
