Entity 1 | Entity 2 | Result | Score 
draft proffer|request|False|0.3273487985134125
custom query|ordinance|False|0.53331059217453
planning report|application|False|0.358697772026062
requirement|building development project|False|0.38880112767219543
internal note|notice of violation|False|0.24084797501564026
planning study|hear calendar|False|0.31105342507362366
citation|application|False|0.7098864912986755
draft proffer|preapplication assistance|False|0.279148131608963
when|bond|False|0.548340916633606
planning report|when|False|0.36717450618743896
request|citation|False|0.6537351012229919
citation|when|False|0.7114161252975464
hold|appeal|False|0.7046067714691162
staff report|property information|False|0.37254244089126587
notice of violation|hear requirement|False|0.31364578008651733
information|staff report|False|0.36758098006248474
meet|ordinance|False|0.755259096622467
request|planning study|False|0.3947196304798126
building development project|fine|False|0.4338294267654419
draft proffer|outcome|False|0.38878941535949707
approve proffer|affidavit|False|0.3462461829185486
code modification|custom query|False|0.4136032164096832
outcome|plan review meet|False|0.8709540963172913
approve proffer|plan reviewer workload|False|0.4524769186973572
planning study|appeal|False|0.5271270275115967
plan amendment|hear requirement|False|0.557910680770874
fee|notice of violation|False|0.1930370032787323
customer portal user account|affidavit|False|0.19676807522773743
hear requirement|plan review meet|False|0.6981375217437744
customer portal user account|plan reviewer workload|False|0.2501394748687744
internal note|when|False|0.4478834867477417
application|internal note|False|0.44378915429115295
preapplication assistance|formal response|False|0.7636858224868774
ordinance|statu|False|0.5245940089225769
plan reviewer workload|inspector workload|False|0.2769109308719635
plan|inspector workload|False|0.43384653329849243
code modification|statu|False|0.8375769853591919
bond|information|False|0.7177976965904236
requirement|custom query|False|0.43502748012542725
custom query|fine|False|0.6017966866493225
notice of violation|hear calendar|False|0.2948841452598572
gis property management|each condo unit|False|0.26067784428596497
formal response|completion of required plan review|False|0.7939679622650146
consistency|notice of violation|False|0.3997403681278229
appeal|notice of violation|False|0.20792971551418304
hear decision|service|False|0.7005547881126404
each condo unit|gis property management|False|0.28812071681022644
requirement|statu|False|0.8661353588104248
development permit|support documentation|False|0.4593799114227295
fee|application|False|0.5682847499847412
request|code modification|False|0.5772492289543152
outcome|consistency|False|0.7523961663246155
gis property management|development permit|False|0.31960779428482056
affidavit|formal response|False|0.5103170275688171
approve proffer|staff report|False|0.37788859009742737
fee|when|False|0.6247255206108093
property information|planning report|False|0.38536855578422546
information|ordinance|False|0.7851440906524658
completion of required plan review|gis property management|False|0.496510773897171
notice of violation|appeal|False|0.2135334610939026
appeal|application|False|0.6748517751693726
consistency|application|False|0.6929240226745605
code modification|zoning permit|False|0.272946834564209
staff review|completenes review|False|0.2823758125305176
customer portal user account|staff report|False|0.2303626835346222
inspection|completenes review|False|0.4925580322742462
appeal|when|False|0.6928103566169739
consistency|when|False|0.7054148316383362
custom query|requirement|False|0.5814186930656433
planning report|inspector workload|False|0.3668577969074249
meet|citation|False|0.7971250414848328
planning report|hear execution|False|0.3030010461807251
affidavit|plan amendment|False|0.22325599193572998
requirement|zoning permit|False|0.3363042175769806
support documentation|plan|False|0.7528418898582458
statu|formal response|False|0.7963364720344543
zoning permit|plan review meet|False|0.38154423236846924
citation|hear execution|False|0.6227243542671204
citation|inspector workload|False|0.3446366786956787
meet|planning study|False|0.6170448064804077
service|plan review meet|False|0.568393349647522
meet|requirement|False|0.8838694095611572
hear date|request|False|0.4169953167438507
plan reviewer workload|request|False|0.5595716834068298
building development project|hold|False|0.37201792001724243
application|fee|False|0.7844284176826477
hear calendar|planning report|False|0.37134793400764465
consistency|completion of required plan review|False|0.6121956706047058
building development project|approve proffer|False|0.3250029981136322
statu|plan amendment|False|0.5980157852172852
hear date|preapplication assistance|False|0.3362640142440796
plan reviewer workload|preapplication assistance|False|0.31088265776634216
plan|preapplication assistance|False|0.6822018027305603
bond|building development project|False|0.46103981137275696
information|fine|True|0.9255307912826538
support documentation|property information|False|0.625579833984375
internal note|hear execution|False|0.4003539979457855
staff review|meet|False|0.42430487275123596
plan review meet|plan|False|0.6374399065971375
ordinance|fine|False|0.5667923092842102
inspector workload|service|False|0.44390472769737244
inspection|meet|False|0.7168898582458496
custom query|hold|False|0.5555263757705688
approve proffer|ordinance|False|0.4692857265472412
preapplication assistance|plan reviewer workload|False|0.29980960488319397
custom query|approve proffer|False|0.48648861050605774
planning report|internal note|False|0.31696248054504395
hear date|outcome|False|0.38749244809150696
plan reviewer workload|outcome|False|0.570765495300293
customer portal user account|ordinance|False|0.5270366668701172
hear decision|zoning permit|False|0.3529113829135895
each condo unit|notice of violation|False|0.11658883839845657
hear execution|formal response|False|0.7619101405143738
request|meet|False|0.7123484015464783
meet|code modification|False|0.6775286793708801
hold|bond|False|0.6152375340461731
meet|hold|False|0.663057267665863
plan review meet|property information|False|0.5614643692970276
fee|inspector workload|False|0.3733922839164734
meet|approve proffer|False|0.6843808889389038
completion of required plan review|notice of violation|False|0.1593560129404068
property information|each condo unit|False|0.34453630447387695
affidavit|plan reviewer workload|False|0.24098218977451324
development permit|draft proffer|False|0.31403884291648865
bond|custom query|False|0.551598072052002
hear execution|plan amendment|False|0.496932715177536
information|requirement|True|0.9317984580993652
outcome|gis property management|False|0.78685462474823
appeal|inspector workload|False|0.34885719418525696
consistency|inspector workload|False|0.43101635575294495
planning study|bond|False|0.3896266222000122
each condo unit|application|False|0.3416609466075897
appeal|hear execution|False|0.4336671829223633
formal response|request|False|0.8715227246284485
hear requirement|gis property management|False|0.5550913214683533
preapplication assistance|staff report|False|0.2637287378311157
development permit|plan amendment|False|0.355406254529953
when|plan|False|0.8076738715171814
each condo unit|when|False|0.316469669342041
application|customer portal user account|False|0.442548006772995
approve proffer|fine|False|0.7801860570907593
bond|statu|False|0.5131765604019165
formal response|preapplication assistance|False|0.8623519539833069
property information|development permit|False|0.44508785009384155
statu|affidavit|False|0.2572987675666809
customer portal user account|fine|False|0.5431910157203674
statu|plan reviewer workload|False|0.28943100571632385
completenes review|plan|False|0.8128795623779297
completion of required plan review|application|False|0.7045267224311829
preapplication assistance|staff review|False|0.3642221987247467
completion of required plan review|when|False|0.627016007900238
hear calendar|each condo unit|False|0.3203386664390564
preapplication assistance|service|False|0.487344354391098
plan reviewer workload|planning report|False|0.44075968861579895
plan|planning report|False|0.45671433210372925
fine|formal response|False|0.8924189805984497
formal response|outcome|True|0.9522778391838074
when|property information|False|0.7267326712608337
staff review|hear calendar|False|0.3295934498310089
affidavit|staff report|False|0.18494218587875366
property information|hear date|False|0.6587507724761963
inspection|hear calendar|False|0.4286682605743408
information|hold|False|0.8697829246520996
support documentation|completion of required plan review|False|0.4398677349090576
completenes review|property information|False|0.687938392162323
bond|zoning permit|False|0.3024769127368927
information|approve proffer|False|0.8315462470054626
notice of violation|bond|False|0.32215696573257446
appeal|internal note|False|0.5397562384605408
ordinance|hold|False|0.4959256649017334
hear calendar|development permit|False|0.4486488699913025
affidavit|staff review|False|0.22846892476081848
fine|plan amendment|False|0.7234607934951782
approve proffer|requirement|False|0.7643020153045654
staff report|request|False|0.2982993721961975
statu|staff report|False|0.2782019376754761
property information|inspection|False|0.8557602167129517
customer portal user account|requirement|False|0.5868838429450989
fee|preapplication assistance|False|0.3625437915325165
hear execution|affidavit|False|0.24339839816093445
zoning permit|gis property management|False|0.3005666136741638
staff review|appeal|False|0.2685805559158325
consistency|request|False|0.7175899147987366
hear execution|plan reviewer workload|False|0.2984136641025543
preapplication assistance|ordinance|False|0.5149424076080322
internal note|fee|False|0.5687212944030762
inspection|appeal|False|0.5952239036560059
service|gis property management|False|0.4905288815498352
draft proffer|formal response|False|0.5894825458526611
hear calendar|hear date|False|0.4931097626686096
statu|staff review|False|0.3174494206905365
plan review meet|completion of required plan review|False|0.4507538378238678
consistency|preapplication assistance|False|0.6887116432189941
development permit|affidavit|False|0.16550470888614655
inspector workload|citation|False|0.3890936076641083
outcome|notice of violation|False|0.32589995861053467
development permit|building development project|False|0.5077585577964783
citation|planning report|False|0.6042025089263916
inspector workload|planning study|False|0.27754855155944824
zoning permit|plan|False|0.4976906478404999
hear decision|completenes review|False|0.6320907473564148
