Action 1 | Action 2 | Result | Score 
add|store|True|0.7359170913696289
save|do|True|0.778458297252655
do|package|True|0.6176231503486633
import|would like|True|0.702082633972168
save|operationalize|True|0.8355398774147034
would like|store|True|0.7133265733718872
map|would like|True|0.7389572858810425
package|customize|True|0.7100730538368225
provide|package|True|0.6927433013916016
understand|translate|True|0.7740054130554199
know|translate|True|0.7071834206581116
store|add|True|0.7277559041976929
customize|package|True|0.6695299744606018
reference|add|True|0.7773247957229614
know|make it easy|True|0.7345921397209167
make it easy|customize|True|0.7219733595848083
reference|publish|True|0.6995223164558411
get|understand|True|0.813061535358429
add|understand|True|0.706095278263092
understand|map|True|0.6488857865333557
know|map|True|0.605452835559845
translate|would like|True|0.7582574486732483
store|want|True|0.5183412432670593
add|add|True|1.0
import|create|True|0.7271192669868469
provide|translate|True|0.7249155640602112
want|create|True|0.7757210731506348
add|save|True|0.8227593898773193
would like|add|True|0.8046466708183289
map|publish|True|0.6941314935684204
do|customize|True|0.801640510559082
save|use|True|0.8088096976280212
store|know|True|0.5303120613098145
package|reference|True|0.6113515496253967
check|use|True|0.8370927572250366
import|embed|True|0.624799370765686
operationalize|would like|True|0.785485565662384
want|embed|True|0.6545948386192322
provide|customize|True|0.7110122442245483
want|make it easy to asses|True|0.5982927083969116
save|would like|True|0.7787186503410339
store|check|True|0.7771175503730774
check|would like|True|0.8291723728179932
store|validate|True|0.7233599424362183
get|want|True|0.7613425254821777
add|want|True|0.6948446035385132
publish|package|True|0.6089187860488892
want|specify|True|0.8098676204681396
validate|want|True|0.6191079020500183
use|would like|True|0.837988018989563
embed|package|True|0.509175181388855
reference|validate|True|0.7858020663261414
package|store|True|0.6664098501205444
would like|want|True|0.8913329839706421
translate|create|True|0.7490270137786865
import|package|True|0.5598911046981812
translate|publish|True|0.7219365835189819
get|know|True|0.6915133595466614
add|know|True|0.6753997206687927
map|package|True|0.6078631281852722
validate|know|True|0.6232231259346008
would like|know|True|0.7442782521247864
understand|store|True|0.6970788240432739
get|check|True|0.8359636664390564
add|check|True|0.8030143976211548
get|validate|True|0.7787328958511353
add|validate|True|0.7601462006568909
know|store|True|0.6956836581230164
make it easy|store|True|0.5809614062309265
validate|check|True|0.841722309589386
operationalize|publish|True|0.7580457329750061
save|create|True|0.8073545694351196
would like|check|True|0.8275091052055359
would like|validate|True|0.7962971329689026
check|create|True|0.7874659299850464
save|publish|True|0.7710249423980713
know|would like|True|0.8006221652030945
get|specify|True|0.5305320620536804
use|create|True|0.8216789364814758
validate|specify|True|0.6940397620201111
make it easy to asses|would like|True|0.7374555468559265
translate|package|True|0.650677502155304
package|add|True|0.7167677283287048
create|add|True|0.7954769134521484
do|store|True|0.7401394844055176
reference|customize|True|0.7914513945579529
save|embed|True|0.6943523287773132
save|make it easy to asses|True|0.6244256496429443
check|embed|True|0.7309324145317078
publish|customize|True|0.6471507549285889
embed|customize|True|0.6601729393005371
use|embed|True|0.7166106104850769
use|make it easy to asses|True|0.8142347931861877
provide|store|True|0.7400427460670471
want|make it easy|True|0.7103739380836487
import|customize|True|0.7283046841621399
operationalize|package|True|0.6631841063499451
customize|store|True|0.6623741388320923
understand|add|True|0.7407571077346802
map|customize|True|0.6978452205657959
make it easy|add|True|0.7815542817115784
save|package|True|0.636400043964386
want|map|True|0.59344881772995
check|package|True|0.698295533657074
get|import|True|0.6499036550521851
package|want|True|0.5833824872970581
use|package|True|0.6484602689743042
know|publish|True|0.6954247355461121
make it easy to asses|create|True|0.663873553276062
package|know|True|0.5680843591690063
do|add|True|0.7837401628494263
provide|understand|True|0.7213689684867859
translate|customize|True|0.7334837913513184
make it easy to asses|embed|True|0.5794830322265625
get|make it easy|True|0.7269415259361267
provide|add|True|0.8279732465744019
package|check|True|0.7426760196685791
validate|make it easy|True|0.6918432116508484
package|validate|True|0.7041788697242737
save|translate|True|0.6885761022567749
provide|save|True|0.8073687553405762
customize|add|True|0.8336958289146423
map|reference|True|0.6650965213775635
