Persona 1 | Persona 2 | Result | Score 
government publisher|researcherdeveloper|False|0.13022810220718384
developerdatawrangler|publisher|False|0.09762635827064514
government publisher|developerpublisher|False|0.1676672250032425
civic tech activist|developerdatawrangler|False|0.21270228922367096
researcherdeveloper|civic tech activist|False|0.1734175831079483
developerpublisher|researcher|False|0.13458152115345
repositorymanagerresearcher|machine learn expert|False|0.1824120432138443
researcherdeveloper|publisher|False|0.09957049787044525
researcherpublisher|researchergovernment publisher|False|0.19572240114212036
developerwrangler|developerdatawrangler|False|0.48020943999290466
government publisher|repository manager|False|0.18291515111923218
civic tech activist|developerwrangler|False|0.27878430485725403
machine learn expert|researcherdeveloper|False|0.3066333830356598
researcherdeveloper|developerdatawrangler|False|0.3589785397052765
government publisher|researcherpublisher|False|0.2535986304283142
civic tech activist|researchergovernment publisher|False|0.05483797937631607
researcherpublisher|researcher|False|0.4331170916557312
developer|researcherdeveloper|False|0.5693331360816956
developer|developerpublisher|False|0.3339536786079407
developerdatawrangler|developerwrangler|False|0.45182299613952637
machine learn expert|government publisher|False|0.12007177621126175
developerwrangler|researchergovernment publisher|False|0.06707152724266052
machine learn expert|repositorymanagerresearcher|False|0.24503818154335022
machine learn expert|repository manager|False|0.22628968954086304
civic tech activist|researcher|False|0.22519059479236603
researcherdeveloper|developerwrangler|False|0.35933351516723633
machine learn expert|researcherpublisher|False|0.2582131028175354
researcher|civic tech activist|False|0.35383141040802
developerwrangler|researcher|False|0.4193563461303711
researcher|publisher|False|0.2576509118080139
developer|researcherpublisher|False|0.37242308259010315
researchergovernment publisher|researcherdeveloper|False|0.0860588327050209
developerpublisher|publisher|False|0.4701808989048004
researchergovernment publisher|government publisher|True|0.7749452590942383
researcher|developerdatawrangler|False|0.30465397238731384
publisher|researchergovernment publisher|False|0.29297178983688354
researchergovernment publisher|repository manager|False|0.04031503200531006
civic tech activist|developerpublisher|False|0.20688170194625854
developerpublisher|developerdatawrangler|False|0.3263164460659027
researchergovernment publisher|researcherpublisher|False|0.1683078110218048
researcherpublisher|civic tech activist|False|0.14458420872688293
developerwrangler|developerpublisher|False|0.3540806174278259
developerdatawrangler|researcherdeveloper|False|0.27013787627220154
publisher|researcher|False|0.24610000848770142
researcherpublisher|publisher|False|0.25511154532432556
developerdatawrangler|developerpublisher|False|0.3383488357067108
researcher|developerwrangler|False|0.3743179440498352
repository manager|civic tech activist|False|0.17216718196868896
developerdatawrangler|government publisher|False|0.07375290989875793
researcherdeveloper|developerpublisher|False|0.11868730932474136
government publisher|developer|False|0.0802786722779274
developerdatawrangler|repository manager|False|0.23666267096996307
researcherpublisher|developerdatawrangler|False|0.13665318489074707
civic tech activist|publisher|False|0.11697016656398773
repositorymanagerresearcher|civic tech activist|False|0.22558817267417908
researcherdeveloper|government publisher|False|0.07052495330572128
developerdatawrangler|researcherpublisher|False|0.1552782654762268
developerwrangler|publisher|False|0.19627928733825684
repository manager|developerdatawrangler|False|0.3001623749732971
researcherdeveloper|researcherpublisher|False|0.16191278398036957
researcherpublisher|developerwrangler|False|0.2188759297132492
machine learn expert|developer|False|0.21171250939369202
government publisher|repositorymanagerresearcher|False|0.1461118757724762
repository manager|developerwrangler|False|0.270746648311615
government publisher|machine learn expert|False|0.16177676618099213
repository manager|researchergovernment publisher|False|0.036579739302396774
researcher|researcherdeveloper|False|0.533557653427124
publisher|civic tech activist|False|0.2789568305015564
researcher|developerpublisher|False|0.30774277448654175
repositorymanagerresearcher|developerwrangler|False|0.3659956455230713
publisher|publisher|False|0.0
repositorymanagerresearcher|researchergovernment publisher|False|0.07662511616945267
researcher|government publisher|False|0.2343338578939438
developerpublisher|researcherdeveloper|False|0.20566149055957794
repository manager|researcher|False|0.22787818312644958
developer|government publisher|False|0.25187283754348755
researchergovernment publisher|developer|False|0.025882059708237648
developerpublisher|government publisher|False|0.20284050703048706
publisher|developerdatawrangler|False|0.28782176971435547
developer|repositorymanagerresearcher|False|0.4172143340110779
developer|repository manager|False|0.37154850363731384
researcher|researcherpublisher|False|0.6624270677566528
repositorymanagerresearcher|researcher|False|0.46782344579696655
developerpublisher|repository manager|False|0.1449725329875946
