Entity 1 | Entity 2 | Result | Score 
inspector workload|each condo unit|True|0.5653811693191528
property information|when|True|0.882682204246521
requirement|property information|True|0.8374714851379395
planning study|completion of required plan review|True|0.9177030324935913
appeal|code modification|True|0.7582829594612122
service|each condo unit|True|0.6961807012557983
internal note|ordinance|True|0.7166768312454224
draft proffer|development permit|True|0.7904307842254639
internal note|plan amendment|True|0.587308943271637
statu|application|True|0.8747329115867615
information|approve proffer|True|0.8957042098045349
support documentation|bond|True|0.7307628393173218
staff report|plan|True|0.5300145745277405
hear date|property information|True|0.6883116364479065
staff report|custom query|True|0.7074474096298218
approve proffer|meet|True|0.8082764148712158
hold|request|True|0.7751798629760742
plan review meet|inspector workload|True|0.6113877892494202
approve proffer|fine|True|0.8052138090133667
internal note|bond|True|0.7741401195526123
plan review meet|property information|True|0.6734231114387512
hear calendar|citation|True|0.660525918006897
hear calendar|hear date|True|0.9256090521812439
development permit|when|True|0.812270998954773
staff report|hear execution|False|0.48568910360336304
completenes review|hold|True|0.8616854548454285
customer portal user account|hear calendar|True|0.7145014405250549
information|preapplication assistance|True|0.8640741109848022
hear decision|inspection|True|0.7751940488815308
draft proffer|when|True|0.7263575792312622
hear requirement|completion of required plan review|True|0.8817752599716187
affidavit|appeal|True|0.7160739898681641
fee|statu|True|0.7169674038887024
request|plan reviewer workload|True|0.7945457100868225
meet|affidavit|True|0.8083295226097107
application|ordinance|True|0.8482828736305237
ordinance|request|True|0.6593602299690247
information|fee|True|0.8059244751930237
request|notice of violation|True|0.6956746578216553
draft proffer|ordinance|True|0.5722301602363586
service|appeal|True|0.7862181067466736
gis property management|fine|True|0.7478728890419006
appeal|inspector workload|True|0.7430983185768127
requirement|planning study|True|0.7476693391799927
preapplication assistance|development permit|True|0.8610931038856506
customer portal user account|application|True|0.916317880153656
statu|ordinance|True|0.8374497890472412
plan amendment|fine|True|0.5703858137130737
statu|plan amendment|True|0.5643775463104248
fee|code modification|True|0.5979692339897156
consistency|plan|True|0.8520015478134155
appeal|property information|True|0.8457660675048828
service|formal response|True|0.8675748705863953
completion of required plan review|development permit|True|0.8908138275146484
completenes review|code modification|True|0.7879208922386169
planning study|fine|True|0.6325709223747253
consistency|custom query|True|0.8726235628128052
request|gis property management|True|0.750725507736206
when|fine|True|0.8546226620674133
planning study|affidavit|True|0.698943018913269
information|customer portal user account|True|0.8840929865837097
internal note|notice of violation|True|0.7588063478469849
hold|staff report|True|0.5975828766822815
statu|bond|True|0.8492156267166138
preapplication assistance|when|True|0.8246324062347412
meet|hear date|True|0.7997152805328369
information|building development project|True|0.6843327879905701
hear calendar|each condo unit|False|0.4723559617996216
approve proffer|code modification|True|0.7728842496871948
property information|gis property management|True|0.9411601424217224
completion of required plan review|when|True|0.7933605909347534
staff report|development permit|True|0.5980022549629211
customer portal user account|ordinance|True|0.5531827211380005
ordinance|staff report|False|0.45389649271965027
support documentation|inspection|True|0.738339364528656
internal note|planning report|True|0.649681568145752
staff review|staff report|True|0.9104257225990295
planning study|hear date|True|0.6573091149330139
development permit|notice of violation|True|0.790610134601593
draft proffer|plan reviewer workload|True|0.7824973464012146
application|notice of violation|True|0.7883445024490356
fee|property information|True|0.7184861898422241
information|hear requirement|True|0.8757628202438354
internal note|inspection|True|0.7682127356529236
draft proffer|notice of violation|True|0.7106627225875854
completenes review|property information|True|0.8935924768447876
customer portal user account|bond|True|0.6997758150100708
planning report|hear calendar|True|0.6464962363243103
statu|notice of violation|True|0.644395649433136
hold|hold|True|1.0
inspection|when|True|0.8168772459030151
plan amendment|code modification|True|0.7218509316444397
staff report|when|True|0.6830737590789795
staff review|citation|True|0.7795094847679138
application|staff review|True|0.7349960207939148
draft proffer|staff review|True|0.7636891007423401
approve proffer|inspector workload|True|0.8005483746528625
application|planning report|True|0.7893940210342407
consistency|development permit|True|0.8024506568908691
draft proffer|planning report|True|0.7398756742477417
information|consistency|True|0.9325351119041443
approve proffer|property information|True|0.817927360534668
zoning permit|hear calendar|True|0.6782888174057007
plan review meet|plan|True|0.9258632659912109
statu|planning report|True|0.6229222416877747
development permit|inspection|True|0.8392662405967712
application|inspection|True|0.8217726945877075
preapplication assistance|plan reviewer workload|True|0.8286235332489014
plan review meet|custom query|True|0.6316311955451965
draft proffer|inspection|True|0.6890703439712524
preapplication assistance|notice of violation|True|0.775056004524231
requirement|approve proffer|True|0.9208754301071167
information|plan review meet|True|0.7834227085113525
fee|planning study|True|0.6559122204780579
statu|inspection|True|0.7251425385475159
bond|building development project|True|0.6992964148521423
customer portal user account|notice of violation|True|0.5753541588783264
preapplication assistance|draft proffer|True|0.9177421927452087
completenes review|planning study|True|0.8240829110145569
completion of required plan review|notice of violation|True|0.6304848194122314
building development project|notice of violation|True|0.6273750066757202
support documentation|request|True|0.7902326583862305
plan amendment|inspector workload|True|0.6049421429634094
consistency|when|True|0.8810315132141113
planning study|inspector workload|True|0.7217344045639038
approve proffer|zoning permit|True|0.823016345500946
plan amendment|property information|True|0.6288528442382812
appeal|plan|True|0.681744396686554
preapplication assistance|staff review|True|0.7553018927574158
completion of required plan review|gis property management|True|0.7880719900131226
planning report|building development project|True|0.8086690902709961
requirement|preapplication assistance|True|0.7753493785858154
preapplication assistance|planning report|True|0.7690655589103699
staff review|each condo unit|True|0.5262884497642517
planning report|bond|True|0.5404737591743469
customer portal user account|planning report|True|0.6827295422554016
