Entity 1 | Entity 2 | Result | Score 
draft proffer|hear requirement|False|0.5995132327079773
bond|citation|True|0.9942854642868042
customer portal user account|when|False|0.5017109513282776
preapplication assistance|hear requirement|True|0.8399701118469238
fee|custom query|False|0.6820955872535706
appeal|staff review|True|0.7346953749656677
requirement|property information|True|0.9932482838630676
consistency|hear requirement|True|0.9189413785934448
staff review|code modification|False|0.6939476132392883
property information|statu|True|0.9869553446769714
approve proffer|citation|True|0.9755300283432007
hold|fee|True|0.9448901414871216
information|completion of required plan review|True|0.9806382656097412
internal note|statu|False|0.6323033571243286
planning report|fine|False|0.48899203538894653
completenes review|hear decision|True|0.8948549032211304
plan amendment|property information|True|0.9879980087280273
support documentation|hear requirement|True|0.8699576258659363
hear decision|ordinance|True|0.7588188648223877
plan review meet|consistency|True|0.9142166972160339
request|completion of required plan review|True|0.975874125957489
affidavit|statu|False|0.39823058247566223
inspector workload|hear decision|False|0.6455411911010742
statu|hear requirement|True|0.7932312488555908
draft proffer|plan reviewer workload|True|0.7333211302757263
gis property management|support documentation|True|0.8544489741325378
customer portal user account|application|False|0.5622120499610901
hear calendar|ordinance|False|0.18459492921829224
zoning permit|completion of required plan review|False|0.33489561080932617
planning study|formal response|True|0.9503219127655029
requirement|completenes review|True|0.9934714436531067
plan review meet|staff review|False|0.5778706669807434
service|outcome|True|0.9952800869941711
request|planning study|True|0.9528789520263672
requirement|planning report|True|0.9847416877746582
request|draft proffer|True|0.7878977656364441
plan amendment|completenes review|True|0.9252000451087952
hold|hear requirement|True|0.8150133490562439
staff review|appeal|False|0.6511956453323364
application|ordinance|True|0.9397637844085693
plan amendment|planning report|True|0.8180930614471436
draft proffer|formal response|True|0.9373719692230225
staff review|inspector workload|True|0.8093600869178772
request|staff report|True|0.8149849772453308
preapplication assistance|formal response|True|0.9894680976867676
planning report|completion of required plan review|True|0.7523983120918274
gis property management|information|True|0.8191126585006714
information|consistency|True|0.996819257736206
meet|planning study|True|0.730868935585022
meet|draft proffer|False|0.5052611231803894
hear requirement|each condo unit|False|0.27686265110969543
request|consistency|True|0.9884745478630066
citation|code modification|True|0.9682531952857971
statu|formal response|True|0.9758617281913757
meet|staff report|True|0.813796877861023
information|staff review|True|0.8845968246459961
zoning permit|consistency|False|0.40964147448539734
planning report|staff report|False|0.33246979117393494
plan|outcome|True|0.9829625487327576
requirement|gis property management|True|0.9804126024246216
request|staff review|True|0.7606207728385925
completion of required plan review|request|False|0.5919826030731201
staff report|development permit|False|0.29383963346481323
development permit|outcome|True|0.7537652850151062
customer portal user account|service|False|0.6426163911819458
draft proffer|hear execution|False|0.6224996447563171
ordinance|each condo unit|False|0.1264730989933014
code modification|fine|True|0.917106568813324
zoning permit|staff review|False|0.31700754165649414
plan amendment|gis property management|True|0.9310197234153748
meet|consistency|True|0.9740757942199707
plan reviewer workload|appeal|False|0.4999716579914093
planning report|consistency|True|0.7297552824020386
fee|when|True|0.8319790959358215
requirement|citation|True|0.9971678853034973
staff report|zoning permit|False|0.09357062727212906
staff review|internal note|False|0.3470832407474518
citation|appeal|True|0.8852782845497131
plan reviewer workload|building development project|False|0.6604179739952087
customer portal user account|preapplication assistance|False|0.5004763007164001
service|fee|True|0.9408122301101685
planning report|staff review|False|0.3976208567619324
fine|development permit|True|0.7350167036056519
plan amendment|citation|True|0.9857770800590515
citation|inspector workload|True|0.8126044273376465
property information|hear decision|True|0.9730390906333923
property information|plan reviewer workload|True|0.9581881761550903
when|meet|True|0.9502105712890625
appeal|custom query|True|0.8578405380249023
each condo unit|code modification|False|0.24406000971794128
citation|building development project|True|0.9341225028038025
internal note|hear decision|True|0.9104512333869934
internal note|plan reviewer workload|True|0.8600121736526489
formal response|information|True|0.9958215951919556
custom query|each condo unit|False|0.18480288982391357
code modification|completion of required plan review|True|0.9772777557373047
affidavit|plan reviewer workload|False|0.37565284967422485
bond|each condo unit|False|0.43890100717544556
hear date|plan amendment|True|0.7065041065216064
staff report|meet|False|0.3400529623031616
property information|bond|True|0.9908718466758728
hear date|each condo unit|False|0.28745800256729126
inspection|zoning permit|False|0.15632788836956024
internal note|bond|True|0.9300872683525085
approve proffer|each condo unit|False|0.3174743056297302
plan reviewer workload|plan|False|0.5606510043144226
gis property management|property information|True|0.7843796014785767
plan reviewer workload|hear calendar|False|0.40374132990837097
completenes review|ordinance|False|0.617648720741272
plan review meet|custom query|True|0.7415429353713989
affidavit|bond|True|0.7426306009292603
hear execution|statu|True|0.7837687730789185
citation|hear calendar|False|0.5874143838882446
plan|fee|True|0.9203115105628967
each condo unit|appeal|False|0.3456134498119354
fine|affidavit|False|0.3947460651397705
plan reviewer workload|internal note|False|0.6038976907730103
each condo unit|inspector workload|False|0.25392410159111023
staff review|requirement|False|0.3925870656967163
each condo unit|building development project|False|0.4980531930923462
plan amendment|customer portal user account|False|0.44614025950431824
inspection|meet|True|0.860922634601593
gis property management|completenes review|True|0.8671404123306274
citation|internal note|True|0.7874296307563782
hear requirement|planning study|True|0.9045288562774658
information|notice of violation|True|0.7650856375694275
hear requirement|draft proffer|True|0.7833797335624695
customer portal user account|hear requirement|False|0.35091927647590637
code modification|consistency|True|0.9801979064941406
gis property management|planning report|True|0.7694936394691467
property information|hear execution|True|0.9343925714492798
fine|citation|True|0.9774348735809326
planning study|ordinance|False|0.4232367277145386
request|notice of violation|False|0.5666224956512451
staff review|hear date|False|0.346331387758255
notice of violation|ordinance|False|0.4382048547267914
completion of required plan review|fine|False|0.6945027709007263
information|custom query|True|0.9508944749832153
code modification|staff review|True|0.8705304265022278
request|hold|True|0.8776720762252808
affidavit|hear execution|False|0.38307368755340576
fee|statu|False|0.5743063688278198
building development project|ordinance|False|0.48873406648635864
hear calendar|development permit|False|0.37297961115837097
plan reviewer workload|plan review meet|True|0.7177984714508057
preapplication assistance|ordinance|True|0.7370480298995972
consistency|ordinance|True|0.7353936433792114
staff review|when|False|0.44794145226478577
zoning permit|custom query|False|0.2070092260837555
plan reviewer workload|approve proffer|False|0.523550271987915
meet|notice of violation|False|0.23597250878810883
hear decision|zoning permit|False|0.3702189028263092
planning report|notice of violation|False|0.2829495072364807
citation|approve proffer|True|0.8668267130851746
support documentation|ordinance|False|0.6987610459327698
draft proffer|support documentation|True|0.7859134674072266
meet|hold|True|0.824901819229126
application|development permit|True|0.9009993672370911
hear calendar|zoning permit|False|0.10444208234548569
appeal|when|True|0.9617322683334351
each condo unit|internal note|False|0.28201043605804443
customer portal user account|formal response|False|0.6789044737815857
staff report|request|False|0.3861362636089325
outcome|completenes review|True|0.9945359826087952
planning report|custom query|False|0.4366806745529175
plan review meet|hear date|False|0.43768733739852905
staff review|application|False|0.4401872456073761
citation|requirement|True|0.847382664680481
fine|customer portal user account|False|0.3635525703430176
requirement|each condo unit|False|0.4622878432273865
application|zoning permit|False|0.42655178904533386
hear decision|meet|True|0.9273374676704407
hold|ordinance|True|0.8556301593780518
hear requirement|building development project|True|0.9395985007286072
gis property management|citation|True|0.9246701598167419
hear calendar|affidavit|False|0.06064246594905853
plan amendment|each condo unit|False|0.2894273102283478
plan review meet|when|False|0.663352370262146
hear calendar|meet|False|0.4565476179122925
draft proffer|information|True|0.7892500758171082
citation|hear date|False|0.6942917108535767
ordinance|appeal|True|0.8768921494483948
formal response|meet|True|0.9883588552474976
fine|request|True|0.8605992197990417
ordinance|inspector workload|False|0.6234821677207947
hear execution|hear decision|True|0.7991918921470642
hear execution|plan reviewer workload|True|0.7302975654602051
development permit|hear decision|False|0.47259199619293213
each condo unit|approve proffer|False|0.29207539558410645
application|affidavit|True|0.8324698805809021
ordinance|building development project|True|0.8451319932937622
hear date|code modification|True|0.7842275500297546
customer portal user account|hear execution|False|0.3327001631259918
plan review meet|application|True|0.8132503628730774
hear requirement|plan|True|0.9393737316131592
completion of required plan review|consistency|True|0.8427224159240723
hear requirement|hear calendar|True|0.8589812517166138
outcome|gis property management|True|0.9802283048629761
each condo unit|requirement|False|0.26358145475387573
when|inspection|True|0.932117760181427
hear execution|bond|True|0.891839325428009
staff review|service|False|0.469341903924942
completion of required plan review|staff review|False|0.5819715261459351
information|when|True|0.9958208799362183
code modification|notice of violation|True|0.8417385220527649
custom query|appeal|True|0.8647053837776184
citation|application|True|0.9625899791717529
bond|appeal|True|0.961259663105011
each condo unit|hear date|False|0.2746816873550415
ordinance|plan|True|0.8422039747238159
ordinance|hear calendar|False|0.5134851336479187
