Action 1 | Action 2 | Result | Score 
clarify|record|False|0.7434868216514587
extract|extract|True|1.0
want|ensure|False|0.8106545209884644
know in advance|ensure|False|0.8044914603233337
have|check|False|0.7737893462181091
import|ensure|False|0.7031792402267456
ensure|get|False|0.7796946167945862
access|extract|False|0.8799105882644653
know|plan|False|0.7730445265769958
indicate|clarify|False|0.8123980760574341
properly record|plan|False|0.5941558480262756
reuse|know|False|0.5959632992744446
document|check|False|0.7390558123588562
store|need|False|0.48836320638656616
have|be inform|False|0.7410279512405396
link|have|False|0.6264611482620239
get|check|False|0.8359636664390564
indicate|reuse|False|0.865759015083313
want|need|False|0.8389986753463745
receive|see|False|0.7806224822998047
know in advance|need|False|0.6306633949279785
document|be inform|False|0.7327396869659424
plan|receive|False|0.871766209602356
have|import|False|0.5949854850769043
need|record|False|0.6941345930099487
import|need|False|0.6356635093688965
check|get|False|0.8594056367874146
read|check|False|0.8289258480072021
have|see|False|0.680355429649353
know|want|False|0.7126568555831909
ensure|know|False|0.6269438862800598
be inform|check|False|0.8321952819824219
properly record|want|False|0.5548202395439148
document|import|False|0.5786424875259399
plan|check|False|0.8303238153457642
properly record|know|False|0.465251088142395
link|make sure|False|0.7111710906028748
get|have|False|0.7958996891975403
document|see|False|0.6294915676116943
have|link|False|0.5774039030075073
read|be inform|False|0.8142021894454956
link|clarify|False|0.7341558337211609
link|store|False|0.5830743908882141
import|know in advance|False|0.7511922717094421
record|plan|False|0.6347501873970032
know in advance|document|False|0.5095970034599304
import|document|False|0.5188296437263489
plan|be inform|False|0.7126610279083252
know|ensure|False|0.7706758379936218
read|import|False|0.7104969620704651
check|know|False|0.7604228854179382
read|see|False|0.8331004977226257
be inform|see|False|0.7623593807220459
get|make sure|False|0.7771050333976746
have|access|False|0.7517881989479065
plan|import|False|0.6708073616027832
need|extract|False|0.8239017724990845
record|want|False|0.531039297580719
document|access|False|0.7061705589294434
import|be inform|False|0.6911225914955139
store|see|False|0.6105716228485107
plan|link|False|0.5996341705322266
indicate|plan|False|0.7983987927436829
know|need|False|0.579907238483429
extract|have|False|0.677788257598877
receive|get|True|0.9273683428764343
want|see|False|0.771905243396759
have|get|False|0.8411887884140015
import|see|False|0.5197404026985168
receive|record|False|0.8369286060333252
reuse|check|False|0.6996219754219055
access|have|False|0.789959192276001
have|record|False|0.7034515142440796
record|ensure|False|0.6512483954429626
know|know in advance|False|0.7971229553222656
plan|access|False|0.7724829912185669
document|get|False|0.7169458270072937
properly record|know in advance|False|0.6685587763786316
know|document|False|0.4773244261741638
indicate|want|False|0.7808088660240173
reuse|be inform|False|0.6753543615341187
extract|make sure|False|0.6585582494735718
indicate|know|False|0.6499572992324829
document|record|False|0.8024581670761108
access|link|False|0.7621039748191833
extract|clarify|False|0.7206206917762756
receive|know|False|0.7292261719703674
ensure|check|False|0.8659160137176514
extract|store|False|0.7076752781867981
link|plan|False|0.7014069557189941
make sure|extract|False|0.7928808331489563
access|make sure|False|0.8162238001823425
have|read|False|0.8006815910339355
read|get|False|0.8547276258468628
see|clarify|False|0.8263386487960815
properly record|check|False|0.7019386887550354
access|clarify|False|0.8259358406066895
reuse|see|False|0.5994163751602173
clarify|have|False|0.6700713634490967
record|need|False|0.47587352991104126
be inform|get|False|0.8337805867195129
extract|reuse|False|0.732823371887207
access|store|False|0.7941539883613586
read|record|False|0.8475726842880249
check|receive|False|0.8945519924163818
document|read|False|0.8360700607299805
be inform|record|False|0.7988806366920471
access|reuse|False|0.8318279981613159
properly record|be inform|False|0.7138946056365967
plan|record|False|0.7475340962409973
have|extract|False|0.791342556476593
check|check|True|1.0
record|know in advance|False|0.6745246648788452
document|extract|False|0.77308589220047
record|document|False|0.6371421217918396
properly record|import|False|0.5591908693313599
properly record|see|False|0.4892747402191162
get|extract|False|0.8405070900917053
know in advance|plan|False|0.8083427548408508
import|get|False|0.7298476696014404
need|have|False|0.7247874736785889
plan|read|False|0.8288970589637756
link|ensure|False|0.6332185864448547
check|import|False|0.7172542214393616
store|know|False|0.5303120613098145
properly record|indicate|False|0.6269466280937195
be inform|extract|False|0.7943858504295349
record|be inform|False|0.691933810710907
plan|extract|False|0.8172522783279419
indicate|know in advance|False|0.7464959621429443
ensure|access|False|0.6834672093391418
want|know|False|0.763063371181488
need|make sure|False|0.8010960221290588
know in advance|know|False|0.8206102848052979
check|link|False|0.6749052405357361
need|clarify|False|0.7860507369041443
import|know|False|0.5688134431838989
reuse|get|False|0.6832396984100342
extract|plan|False|0.6438085436820984
receive|receive|True|1.0
record|import|False|0.5729276537895203
record|see|False|0.5770021080970764
reuse|record|False|0.6426419615745544
link|need|False|0.6014871001243591
indicate|check|False|0.8015163540840149
see|plan|False|0.8213105201721191
receive|check|False|0.8308202624320984
document|receive|False|0.8031002879142761
check|access|False|0.8198167681694031
indicate|be inform|False|0.8369694948196411
make sure|have|False|0.8157646059989929
extract|want|False|0.5820765495300293
properly record|get|False|0.6858159303665161
ensure|record|False|0.6941002607345581
indicate|import|False|0.7046651244163513
properly record|record|False|0.7419746518135071
read|receive|True|0.9092748761177063
indicate|see|False|0.6646333932876587
access|want|False|0.7377192378044128
receive|have|False|0.7738394737243652
see|know|False|0.7137346267700195
clarify|plan|False|0.7437821626663208
be inform|receive|False|0.8802006840705872
