Persona 1 | Persona 2 | Result | Score 
datum librarian|datum manager|False|0.8542075753211975
repository owner|research head|False|0.8307822346687317
administrator|pi|False|0.7646510601043701
ethic manager|institutional datum steward|False|0.7854418158531189
researcher|rector|False|0.786810576915741
stakeholder|funder|False|0.7574926018714905
datum librarian|it officer|False|0.7213019132614136
research head|research centre director|True|0.9200013279914856
stakeholder|institutional datum steward|False|0.8394933938980103
research centre director|postgraduate convenor|False|0.7994717359542847
pi|research centre director|False|0.673969030380249
it staff member|researcher|False|0.8019709587097168
it manager|datum manager|False|0.8718937635421753
archivemanager|director of research integrity|False|0.7912209630012512
administrator|institutional datum steward|False|0.8752858638763428
it manager|it officer|False|0.8448631167411804
datum manager|faculty datum steward|True|0.9117538928985596
pi|postgraduate convenor|False|0.6238698959350586
repository owner|legalofficer|False|0.6628873944282532
repository manager|director of research integrity|False|0.8158924579620361
legalofficer|research support officer|False|0.8143502473831177
datum manager|repository operator|False|0.8204452991485596
archivemanager|repository operator|False|0.8489770889282227
researcher|research head|True|0.9215801358222961
pi|research evaluation manager|False|0.6546363234519958
postgraduate convenor|datum manager|False|0.7588950395584106
faculty datum steward|researcher|False|0.8188312649726868
research centre director|faculty datum steward|False|0.8366777300834656
datum manager|stakeholder|False|0.7339685559272766
archivemanager|stakeholder|False|0.7396267056465149
research head|faculty datum steward|False|0.8620746731758118
pi|faculty datum steward|False|0.7589192986488342
researcher|legalofficer|False|0.7510561347007751
metadata manager|research centre director|False|0.7913612723350525
manager|research evaluation manager|False|0.8985897302627563
it staff member|archivemanager|False|0.7236440181732178
repository operator|director of research integrity|False|0.7622002363204956
repository manager|administrator|False|0.848413348197937
repository manager|repository manager|True|1.0
datum librarian|rector|False|0.7070380449295044
archive|researcher|False|0.7604455351829529
research evaluation manager|researcher|True|0.9098235964775085
legalofficer|manager|False|0.7594547271728516
manager|administrator|False|0.8543512225151062
manager|repository manager|False|0.8864699602127075
metadata manager|postgraduate convenor|False|0.7694017291069031
ethic manager|it staff member|False|0.8148944973945618
research centre director|funder|False|0.7380480170249939
institutional datum manager|repository manager|False|0.8326817750930786
pi|pi|True|1.0
rector|datum manager|False|0.7740872502326965
stakeholder|it staff member|False|0.7950468063354492
repository owner|administrator|False|0.8294021487236023
repository owner|repository manager|True|0.9256834983825684
ethic manager|archive|False|0.6125980019569397
rector|it officer|False|0.8058000206947327
stakeholder|ethic manager|False|0.7753419876098633
pi|funder|False|0.6327467560768127
it staff member|archive|False|0.6539064645767212
administrator|it staff member|False|0.8777021169662476
pi|institutional datum steward|False|0.7284846901893616
administrator|ethic manager|False|0.8531285524368286
datum librarian|metadata manager|False|0.840080201625824
funder|manager|False|0.7495559453964233
