story|action|classified_action|similarity
As a Developer, I want to get a Data Package into Node, so that I can start using the data for doing analysis and visualizations|get|read|0.14687493443489075
As a Researcher, I want to get a Data Package into Julia in seconds, so that I can start using the data for doing analysis and visualizations|get|read|0.15663693845272064
As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs|add|read|0.24145255982875824
As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data|provide|read|0.34750017523765564
As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package|save|read|0.2787551283836365
As a ResearcherPublisher, I want to know that my data conforms to its Data Package profile, so that I can feel trust in the validity and usefulness of the data|know|read|0.22448405623435974
As a ResearcherPublisher, I want to understand the ways in which my data is invalid, so that I can know how to fix it|understand|read|0.24900290369987488
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations|get|read|0.13406018912792206
As a Researcher, I want to get a Data Package into Excel in seconds, so that I can start using the data for doing analysis and visualizations|get|read|0.1679205298423767
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations|get|read|0.22440902888774872
As a Researcher, I want to get a Data Package into STATA in seconds, so that I can start using the data for doing analysis and visualizations|get|read|0.2022329866886139
As a Researcher, I want to be able to translate my EML dataset to a Data Package, so that I can benefit from the wide array of tools available for Data Packages|translate|read|0.29288268089294434
As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations|get|read|0.08121227473020554
As a Developer, I want to get a Data Package into Python in seconds, so that I can start using the data for doing analysis and visualizations|get|read|0.207952082157135
As a Developer, I want a jQuery plugin for Core Data Packages, so that I can use it to apply to form control that uses a core dataset for autocompletion|want|read|0.19983327388763428
As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization|get|read|0.22344768047332764
As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job|do|read|0.15696299076080322
As a Developer, I want to operationalize that analysis in Python, so that I can use the best tool for the job|operationalize|read|0.21612809598445892
As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations|get|delete|0.19492313265800476
As a Developer, I want to get a Data Package into Julia in seconds, so that I can start using the data in doing analysis and visualizations|get|read|0.15656103193759918
As a Developer, I want to get a Data Package into C++ in seconds, so that I can start using the data in doing analysis and visualizations|get|read|0.1757761538028717
As a Machine Learning expert, I would like to package ML datasets as data packages, so that I can easily import them into my ML platform, so that I can start using the data in doing analysis|package|read|0.30017662048339844
As a Developer, I want an Elasticsearch integration, so that I can integrate data-packaged data with pipelines that use Elasticsearch|want|read|0.21629959344863892
As a Developer, I want an SPSS integration, so that I can integrate data-packaged data with pipelines that use SPSS|want|read|0.2797408699989319
As a Developer, I want an EPrints integration, so that I can integrate data-packaged data with pipelines that use EPrints|want|read|0.22004857659339905
As a Developer, I want a Mongo integration, so that I can integrate data-packaged data with pipelines that use Mongo|want|read|0.2178226262331009
