As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data. -> As a ResearcherPublisher, I want to know that my datum conforms to its data package profile, so that I can feel trust in the validity and usefulness of the datum.
As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data. -> As a Publisher, I want to store my data quickly and easily online.
As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data. -> As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data.
As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data. -> As a publisher, I want to be able to check that every time I update my data it is still good, so that I can catch errors early and store reliable data.
As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package. -> As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job.
As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package. -> As a Developer, I want to operationalize that analysis in Python, so that I can use the best tool for the job.
As a ResearcherPublisher, I want to know that my datum conforms to its data package profile, so that I can feel trust in the validity and usefulness of the datum. -> As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs.
As a ResearcherPublisher, I want to know that my datum conforms to its data package profile, so that I can feel trust in the validity and usefulness of the datum. -> As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want to know that my datum conforms to its data package profile, so that I can feel trust in the validity and usefulness of the datum.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to be able to translate my EML dataset to a Data Package, so that I can benefit from the wide array of tools available for Data Packages.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Publisher, I want to store my data quickly and easily online.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a publisher, I want to be able to check that every time I update my data it is still good, so that I can catch errors early and store reliable data.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Civic Tech Activist, I want to make it easy to assess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want to know that my datum conforms to its data package profile, so that I can feel trust in the validity and usefulness of the datum.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to be able to translate my EML dataset to a Data Package, so that I can benefit from the wide array of tools available for Data Packages.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Publisher, I want to store my data quickly and easily online.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a publisher, I want to be able to check that every time I update my data it is still good, so that I can catch errors early and store reliable data.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Civic Tech Activist, I want to make it easy to assess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want to know that my datum conforms to its data package profile, so that I can feel trust in the validity and usefulness of the datum.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to be able to translate my EML dataset to a Data Package, so that I can benefit from the wide array of tools available for Data Packages.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Publisher, I want to store my data quickly and easily online.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want validate my data with a minimum of clicks, so that I can feel trust in the validity and usefulness of the data.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a publisher, I want to be able to check that every time I update my data it is still good, so that I can catch errors early and store reliable data.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Civic Tech Activist, I want to make it easy to assess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments.
As a Researcher, I want to get a Data Package into STATA in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want to know that my datum conforms to its data package profile, so that I can feel trust in the validity and usefulness of the datum.
