As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs. -> As a Researcher, working with data in NetCDF, I want NetCDF integration, so that I can store my data in plaintext while still retaining its metadata.
As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs. -> As a Civic Tech Activist, I want to make it easy to assess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments.
As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs. -> As a Developer, I want to customize an existing wizard for my specific type of data, so that I can give my users a great user experience.
As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs. -> As a Researcher, I want an app that generates an OpenRefine reconciliation API endpoint from a Tabular Data Package, so that I can use it to clean messy data.
As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs. -> As a Researcher, I want an app that create proxy Data Packages for well know and reliable data, sources, so that I can load high quality data using Data Package tooling.
As a Publisher, I want to add type information to my data, so that it is more useful to others and can be used better with tools like visualization programs. -> As a RepositoryManagerResearcher, I want an app that acts as a match-making service for packaging data, so that owners are paired with data packagers.
As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data. -> As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.
As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data. -> As a Civic Tech Activist, I want to make it easy to assess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments.
As a ResearcherPublisher, I want to know that my datum conforms to its data package profile, so that I can feel trust in the validity and usefulness of the datum. -> As a Researcher, I want to be able to translate my EML dataset to a Data Package, so that I can benefit from the wide array of tools available for Data Packages.
As a ResearcherPublisher, I want to know that my datum conforms to its data package profile, so that I can feel trust in the validity and usefulness of the datum. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a ResearcherPublisher, I want to understand the ways in which my data is invalid, so that I can know how to fix it. -> As a Developer, I want to operationalize that analysis in Python, so that I can use the best tool for the job.
As a ResearcherPublisher, I want to understand the ways in which my data is invalid, so that I can know how to fix it. -> As a Civic Tech Activist, I want to make it easy to assess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Researcher, I want to get a Data Package into R in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Researcher, I want to get a datum package into Excel in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Researcher, I want to get a Data Package into SPSS in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.
As a Researcher, I want to get a Data Package into STATA in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.
As a Researcher, I want to get a Data Package into STATA in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job.
As a Researcher, I want to get a Data Package into STATA in seconds, so that I can start using the data for doing analysis and visualizations. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Researcher, I want to get a Data Package into STATA in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.
As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.
As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job.
As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Researcher, I want to get a Data Package into LibreOffice/OpenOffice in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.
As a Developer, I want to get a Data Package into Python in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.
As a Developer, I want to get a Data Package into Python in seconds, so that I can start using the data for doing analysis and visualizations. -> As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job.
As a Developer, I want to get a Data Package into Python in seconds, so that I can start using the data for doing analysis and visualizations. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Developer, I want to get a Data Package into Python in seconds, so that I can start using the data for doing analysis and visualizations. -> As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.
As a Developer, I want a jQuery plugin for Core Data Packages, so that I can use it to apply to form control that uses a core dataset for autocompletion. -> As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job.
As a Developer, I want a jQuery plugin for Core Data Packages, so that I can use it to apply to form control that uses a core dataset for autocompletion. -> As a Developer, I want to operationalize that analysis in Python, so that I can use the best tool for the job.
As a Developer, I want a jQuery plugin for Core Data Packages, so that I can use it to apply to form control that uses a core dataset for autocompletion. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization. -> As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.
As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization. -> As a Developer, I want to operationalize that analysis in Python, so that I can use the best tool for the job.
As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization. -> As a Civic Tech Activist, I want to make it easy to assess the quality of data stored by the government, so that I can make sure that government is living up to its transparency commitments.
As a Researcher, I want to get my Excel spreadsheet into a Data Package, so that I can benefit from better tooling and standardization. -> As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.
As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations. -> As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.
As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations. -> As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job.
As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations. -> As a government Publisher, I want to make it easy to prove that our published data is valid, so that I can claim that we are living up to our transparency commitments.
As a Developer, I want to get a Data Package into Clojure in seconds, so that I can start using the data in doing analysis and visualizations. -> As a ResearcherPublisher, I want to specify the funding that contributed to the creation of a given dataset, so that funding agencies can identify the funding, source for a given dataset.
As a Developer, I want to get a Data Package into Julia in seconds, so that I can start using the data in doing analysis and visualizations. -> As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.
As a Developer, I want to get a Data Package into Julia in seconds, so that I can start using the data in doing analysis and visualizations. -> As a Developer, I want to do exploratory data analysis in R, so that I can use the best tool for the job.
