Action 1 | Action 2 | Result | Score 
change|change|True|1.0
change|delete|False|0.6801859736442566
change|create|True|0.8189665675163269
change|insert|True|0.8512181639671326
change|modify|True|0.9047451019287109
change|edit|True|0.8368766903877258
change|add|True|0.8658543825149536
change|remove|True|0.7259384393692017
change|drop|True|0.8069351315498352
change|set|True|0.8260871171951294
change|upload|False|0.6518009901046753
change|delete|False|0.6801859736442566
change|see|False|0.6872444152832031
change|inspect|True|0.8065281510353088
delete|delete|True|1.0
delete|create|False|0.3804582357406616
delete|insert|False|0.5595195293426514
delete|modify|False|0.6048344373703003
delete|edit|False|0.6248614192008972
delete|add|False|0.47289082407951355
delete|remove|True|0.7265483736991882
delete|drop|False|0.6269998550415039
delete|set|False|0.44603946805000305
delete|upload|False|0.4780203402042389
delete|delete|True|1.0
delete|see|False|0.309885710477829
delete|inspect|False|0.4257887899875641
create|create|True|1.0
create|insert|True|0.8075358867645264
create|modify|True|0.7984795570373535
create|edit|True|0.7247527837753296
create|add|True|0.7954769134521484
create|remove|False|0.6417316794395447
create|drop|True|0.710907518863678
create|set|True|0.8114714026451111
create|upload|False|0.6638101935386658
create|delete|False|0.6026034355163574
create|see|False|0.6140132546424866
create|inspect|True|0.7389193773269653
insert|insert|True|1.0
insert|modify|True|0.8086612224578857
insert|edit|True|0.7874751687049866
insert|add|True|0.8291898369789124
insert|remove|True|0.7033172249794006
insert|drop|True|0.721220850944519
insert|set|True|0.7954856753349304
insert|upload|False|0.5878272652626038
insert|delete|False|0.6560888290405273
insert|see|False|0.6648247241973877
insert|inspect|True|0.8131446838378906
modify|modify|True|1.0
modify|edit|True|0.8545271754264832
modify|add|True|0.8337404727935791
modify|remove|False|0.6812163591384888
modify|drop|True|0.7456137537956238
modify|set|True|0.7884584665298462
modify|upload|False|0.6505365967750549
modify|delete|False|0.6527742147445679
modify|see|False|0.5982499122619629
modify|inspect|True|0.7909497022628784
edit|edit|True|1.0
edit|add|True|0.8470075130462646
edit|remove|True|0.7448843121528625
edit|drop|True|0.7658395767211914
edit|set|True|0.7558932900428772
edit|upload|False|0.6956177353858948
edit|delete|True|0.777957558631897
edit|see|False|0.6377211213111877
edit|inspect|True|0.8109616637229919
add|add|True|1.0
add|remove|True|0.7455757856369019
add|drop|True|0.7852709889411926
add|set|True|0.8487576842308044
add|upload|False|0.6776809692382812
add|delete|True|0.7190079689025879
add|see|False|0.6926302313804626
add|inspect|True|0.780034601688385
remove|remove|True|1.0
remove|drop|False|0.6603246331214905
remove|set|False|0.5448130369186401
remove|upload|False|0.4436063766479492
remove|delete|False|0.6237156391143799
remove|see|False|0.35808536410331726
remove|inspect|False|0.5769568681716919
drop|drop|True|1.0
drop|set|True|0.7471082806587219
drop|upload|False|0.6535206437110901
drop|delete|False|0.6342347860336304
drop|see|False|0.6227568984031677
drop|inspect|True|0.7484219670295715
set|set|True|1.0
set|upload|False|0.6069039106369019
set|delete|False|0.6205504536628723
set|see|False|0.6373429298400879
set|inspect|True|0.7725507020950317
upload|upload|True|1.0
upload|delete|False|0.5061432123184204
upload|see|False|0.4833076298236847
upload|inspect|False|0.6147304773330688
delete|delete|True|1.0
delete|see|False|0.309885710477829
delete|inspect|False|0.4257887899875641
see|see|True|1.0
see|inspect|True|0.8727390766143799
inspect|inspect|True|1.0
