Persona 1 | Persona 2 | Result | Score 
ethic manager|ethic manager|True|1.0
ethic manager|it officer|True|0.7812338471412659
ethic manager|research head|True|0.8000543713569641
ethic manager|pi|False|0.6036848425865173
ethic manager|research support officer|True|0.7778583765029907
ethic manager|manager|True|0.8836055994033813
ethic manager|administrator|True|0.8091939687728882
ethic manager|repository manager|True|0.7792500257492065
ethic manager|archive|False|0.6125980019569397
ethic manager|institutional data steward|True|0.7739944458007812
ethic manager|funder|True|0.7502400875091553
ethic manager|rector|False|0.69461989402771
ethic manager|repository operator|True|0.7693592309951782
ethic manager|it manager|True|0.8413031101226807
ethic manager|faculty data steward|True|0.7841507792472839
ethic manager|data librarian|False|0.6841014623641968
ethic manager|postgraduate convenor|True|0.7611628174781799
ethic manager|stakeholder|True|0.7615712881088257
ethic manager|research evaluation manager|True|0.8073644638061523
ethic manager|archivemanager|True|0.7461100816726685
ethic manager|researcher|True|0.771874189376831
ethic manager|research centre director|True|0.7509860396385193
ethic manager|legalofficer|True|0.7147693037986755
ethic manager|data manager|True|0.7597174644470215
ethic manager|it staff member|True|0.8148944973945618
ethic manager|repository owner|True|0.7825400829315186
ethic manager|director of research integrity|True|0.8105505108833313
ethic manager|metadata manager|True|0.7668030858039856
ethic manager|institutional data manager|True|0.7585060000419617
it officer|it officer|True|1.0
it officer|research head|True|0.8439602851867676
it officer|pi|True|0.7044212222099304
it officer|research support officer|True|0.8593728542327881
it officer|manager|True|0.8319514989852905
it officer|administrator|True|0.8428865671157837
it officer|repository manager|True|0.8591480255126953
it officer|archive|True|0.7094882726669312
it officer|institutional data steward|True|0.8520303964614868
it officer|funder|True|0.8077071309089661
it officer|rector|True|0.7849782109260559
it officer|repository operator|True|0.8623437881469727
it officer|it manager|True|0.8672332167625427
it officer|faculty data steward|True|0.8435980677604675
it officer|data librarian|True|0.7696247696876526
it officer|postgraduate convenor|True|0.8044821619987488
it officer|stakeholder|True|0.7892202734947205
it officer|research evaluation manager|True|0.842395007610321
it officer|archivemanager|True|0.7709001302719116
it officer|researcher|True|0.8016479015350342
it officer|research centre director|True|0.7830220460891724
it officer|legalofficer|True|0.8301774859428406
it officer|data manager|True|0.8265241980552673
it officer|it staff member|True|0.8677864670753479
it officer|repository owner|True|0.8356910347938538
it officer|director of research integrity|True|0.8352648615837097
it officer|metadata manager|True|0.8435624241828918
it officer|institutional data manager|True|0.8311740756034851
research head|research head|True|1.0
research head|pi|False|0.6456900238990784
research head|research support officer|True|0.9313364028930664
research head|manager|True|0.8045322895050049
research head|administrator|True|0.83826744556427
research head|repository manager|True|0.8435463309288025
research head|archive|True|0.7937749028205872
research head|institutional data steward|True|0.8598220348358154
