Action 1 | Action 2 | Result | Score 
apply|apply|True|1.0
apply|record|True|0.7341418862342834
assign|apply|True|0.8452243208885193
assign|assign|True|1.0
assign|check|True|0.8067693114280701
assign|complete|True|0.8041510581970215
assign|conduct|True|0.7199511528015137
assign|evaluate|True|0.6797078251838684
assign|generate|True|0.8411435484886169
assign|manage|True|0.7913627028465271
assign|perform|True|0.8736545443534851
assign|record|True|0.7114253044128418
assign|remove|True|0.6628360152244568
assign|resubmit|True|0.842004120349884
assign|select|True|0.7571272850036621
assign|support|True|0.7556047439575195
be notify|apply|True|0.8296586275100708
be notify|assign|True|0.8095527291297913
be notify|be notify|True|1.0
be notify|check|True|0.8618033528327942
be notify|complete|True|0.8191015124320984
be notify|conduct|True|0.8307411074638367
be notify|create|True|0.746570348739624
be notify|develop|True|0.7927341461181641
be notify|evaluate|True|0.7344575524330139
be notify|generate|True|0.8353278636932373
be notify|issue|True|0.7002089619636536
be notify|manage|True|0.7629930973052979
be notify|pay|True|0.7459768056869507
be notify|perform|True|0.869227409362793
be notify|post|True|0.8479834794998169
be notify|prepare|True|0.8115644454956055
be notify|process|True|0.8080201745033264
be notify|record|True|0.8055558800697327
be notify|remove|True|0.7251858115196228
be notify|resubmit|True|0.8557440042495728
be notify|satisfy|True|0.8522189259529114
be notify|schedule|True|0.7572026252746582
be notify|select|True|0.7803249359130859
be notify|send|True|0.9067234396934509
be notify|submit|True|0.8621634840965271
be notify|successfully conduct|True|0.8524739146232605
be notify|support|True|0.7759886384010315
capture|apply|True|0.7281625866889954
capture|assign|True|0.719415545463562
capture|be notify|True|0.7123379111289978
capture|capture|True|1.0
capture|check|True|0.7711957693099976
capture|complete|True|0.7655766010284424
capture|conduct|True|0.6967871189117432
capture|create|True|0.7865995168685913
capture|denote|True|0.6879368424415588
capture|develop|True|0.7624180316925049
capture|evaluate|True|0.6599019765853882
capture|generate|True|0.7985585331916809
capture|issue|True|0.5352232456207275
capture|manage|True|0.6889457106590271
capture|pay|True|0.5791319012641907
capture|perform|True|0.8353173136711121
capture|post|True|0.6535163521766663
capture|prepare|True|0.7311002016067505
capture|process|True|0.7236203551292419
capture|record|True|0.8188746571540833
capture|remove|True|0.6717248558998108
capture|request|True|0.7786049842834473
capture|resubmit|True|0.7291174530982971
capture|review|True|0.7694432735443115
capture|satisfy|True|0.7686808705329895
capture|schedule|True|0.5026670694351196
capture|select|True|0.7930238246917725
capture|send|True|0.7203726768493652
capture|submit|True|0.7686817049980164
capture|successfully conduct|True|0.7541571259498596
capture|support|True|0.7087721824645996
capture|track|True|0.7724131345748901
check|apply|True|0.8598926067352295
check|check|True|1.0
check|complete|True|0.8834229707717896
check|conduct|True|0.840106725692749
check|evaluate|True|0.8539132475852966
check|generate|True|0.8536702990531921
check|manage|True|0.8464246392250061
check|record|True|0.8482820987701416
check|remove|True|0.7176457643508911
check|resubmit|True|0.8617525100708008
check|select|True|0.8410276770591736
check|support|True|0.8200417160987854
complete|apply|True|0.6450455188751221
complete|complete|True|1.0
complete|conduct|True|0.5061460733413696
complete|manage|True|0.6017496585845947
complete|record|True|0.5265924334526062
complete|support|True|0.6928732991218567
conduct|apply|True|0.8726577162742615
conduct|conduct|True|1.0
conduct|manage|True|0.8281075358390808
conduct|record|True|0.7777328491210938
create|apply|True|0.7941998839378357
create|assign|True|0.8217114806175232
create|check|True|0.7106590270996094
create|complete|True|0.7877873778343201
create|conduct|True|0.7581631541252136
create|create|True|1.0
create|develop|True|0.7816436886787415
