Persona 1 | Persona 2 | Result | Score 
inspection staff member|inspection staff member|True|1.0
inspection staff member|applicant|True|0.7242604494094849
inspection staff member|enforcement staff member|True|0.8403938412666321
inspection staff member|public user|True|0.7505261301994324
inspection staff member|inspector|True|0.929813802242279
inspection staff member|inspection staff supervisor|True|0.9425739645957947
inspection staff member|zoning staff member|True|0.8299269080162048
inspection staff member|planning staff member|True|0.8467694520950317
inspection staff member|staff member|True|0.9176309704780579
inspection staff member|inspection supervisor|True|0.9252703189849854
inspection staff member|county staff member|True|0.8357208371162415
inspection staff member|technical staff member|True|0.8548072576522827
inspection staff member|prospectiveapplicant|True|0.7763620018959045
inspection staff member|development staff member|True|0.8510860800743103
inspection staff member|customer|True|0.7838419079780579
inspection staff member|plan review staff supervisor|True|0.9029906988143921
inspection staff member|plan review staff member|True|0.8770452737808228
applicant|applicant|True|1.0
applicant|enforcement staff member|True|0.7617128491401672
applicant|public user|True|0.7154848575592041
applicant|inspector|True|0.8119075894355774
applicant|inspection staff supervisor|True|0.8512430191040039
applicant|zoning staff member|True|0.767656683921814
applicant|planning staff member|True|0.7930613160133362
applicant|staff member|True|0.7802473306655884
applicant|inspection supervisor|True|0.8174161911010742
applicant|county staff member|True|0.7429755330085754
applicant|technical staff member|True|0.8133777976036072
applicant|prospectiveapplicant|True|0.9448572397232056
applicant|development staff member|True|0.8062032461166382
applicant|customer|True|0.7259610295295715
applicant|plan review staff supervisor|True|0.830090343952179
applicant|plan review staff member|True|0.7922817468643188
enforcement staff member|enforcement staff member|True|1.0
enforcement staff member|public user|False|0.6585274934768677
enforcement staff member|inspector|True|0.8341549634933472
enforcement staff member|inspection staff supervisor|True|0.8877686262130737
enforcement staff member|zoning staff member|True|0.8279426097869873
enforcement staff member|planning staff member|True|0.7944335341453552
enforcement staff member|staff member|True|0.8798477649688721
enforcement staff member|inspection supervisor|True|0.8688428997993469
enforcement staff member|county staff member|True|0.7907396554946899
enforcement staff member|technical staff member|True|0.78322434425354
