Action 1 | Action 2 | Result | Score 
add|add|False|0.0
add|check|False|0.2840808629989624
add|create|False|0.3062823712825775
add|customize|False|0.4866572618484497
add|do|False|0.297841340303421
add|embed|False|0.3084878921508789
add|get|False|0.2664509415626526
add|know|False|0.4315435588359833
add|make it easy to assess|True|0.9226169586181641
add|map|False|0.4893202483654022
add|operationalize|False|0.44003626704216003
add|package|False|0.4104596972465515
add|provide|False|0.3651968538761139
add|publish|False|0.1801084280014038
add|reference|True|0.5932365655899048
add|save|False|0.25938740372657776
add|specify|True|0.6266668438911438
add|store|False|0.17213723063468933
add|translate|False|0.2907055616378784
add|understand|True|0.5631680488586426
add|use|False|0.342324823141098
add|validate|False|0.29951512813568115
add|want|False|0.3453283905982971
add|would like|False|0.4650411307811737
check|add|False|0.29673144221305847
check|check|False|0.0
check|create|False|0.3861803412437439
check|customize|False|0.49354180693626404
check|do|False|0.4135356843471527
check|embed|False|0.3246578872203827
check|get|False|0.3648289740085602
check|know|False|0.4003305733203888
check|make it easy to assess|True|0.9558272957801819
check|map|False|0.4153119921684265
check|operationalize|False|0.49369317293167114
check|package|False|0.4684693217277527
check|provide|False|0.3555816411972046
check|publish|False|0.24288006126880646
check|reference|True|0.5517986416816711
check|save|False|0.33023935556411743
check|specify|True|0.5799261331558228
check|store|False|0.24602295458316803
check|translate|False|0.35553690791130066
check|understand|True|0.6161091327667236
check|use|False|0.4446350336074829
check|validate|False|0.44258913397789
check|want|False|0.4174976348876953
check|would like|False|0.47306451201438904
create|add|False|0.30240240693092346
create|check|False|0.3254101276397705
create|create|False|0.0
create|customize|False|0.44204944372177124
create|do|False|0.30913007259368896
create|embed|False|0.3159317672252655
create|get|False|0.25732889771461487
create|know|False|0.40361082553863525
create|make it easy to assess|True|0.9604418873786926
create|map|True|0.5581498146057129
create|operationalize|False|0.4066619575023651
create|package|False|0.27226129174232483
create|provide|False|0.2909336984157562
create|publish|False|0.19455978274345398
create|reference|True|0.5832334160804749
create|save|False|0.26168665289878845
create|specify|True|0.5271639823913574
create|store|False|0.18490654230117798
create|translate|False|0.42283108830451965
create|understand|True|0.6164328455924988
create|use|False|0.327589750289917
create|validate|False|0.35516706109046936
create|want|False|0.39995089173316956
create|would like|False|0.4764519929885864
customize|add|True|0.5368434190750122
customize|check|False|0.41577768325805664
customize|create|False|0.4881186783313751
customize|customize|False|0.0
customize|do|True|0.5785853266716003
customize|embed|False|0.37719646096229553
customize|get|False|0.4082196056842804
customize|know|True|0.5254958868026733
