Action 1 | Action 2 | Result | Score 
access|access|False|0.0
access|be inform|False|0.4144618511199951
access|check|False|0.42824065685272217
access|clarify|True|0.7215052247047424
access|document|False|0.595897376537323
access|ensure|False|0.470593124628067
access|extract|False|0.3590584993362427
access|get|False|0.4162144958972931
access|have|True|0.715506374835968
access|import|False|0.3489365577697754
access|indicate|False|0.6807961463928223
access|know|False|0.5417295694351196
access|know in advance|False|0.533382773399353
access|link|False|0.4989137649536133
access|need|False|0.48029252886772156
access|plan|False|0.4491347670555115
access|properly record|False|0.6184994578361511
access|read|False|0.4045722782611847
access|receive|False|0.5433094501495361
access|record|False|0.39112579822540283
access|reuse|False|0.47283172607421875
access|see|False|0.5511814951896667
access|store|False|0.2662084996700287
access|want|False|0.5418874621391296
be inform|access|False|0.26846110820770264
be inform|be inform|False|0.0
be inform|check|False|0.2778441905975342
be inform|clarify|False|0.6399521231651306
be inform|document|False|0.4411933124065399
be inform|ensure|False|0.5647873282432556
be inform|extract|False|0.2066131979227066
be inform|get|False|0.27229630947113037
be inform|have|False|0.6223543286323547
be inform|import|False|0.23577144742012024
be inform|indicate|False|0.636479377746582
be inform|know|False|0.45296019315719604
be inform|know in advance|False|0.4984300434589386
be inform|link|False|0.27129778265953064
be inform|need|False|0.5247634053230286
be inform|plan|False|0.4533007740974426
be inform|properly record|False|0.5696876645088196
be inform|read|False|0.26288902759552
be inform|receive|False|0.3742266595363617
be inform|record|False|0.33512625098228455
be inform|reuse|False|0.3134567439556122
be inform|see|False|0.44461727142333984
be inform|store|False|0.19471649825572968
be inform|want|False|0.4353920817375183
check|access|False|0.36183685064315796
check|be inform|False|0.3535795211791992
check|check|False|0.0
check|clarify|False|0.47965526580810547
check|document|False|0.6580391526222229
check|ensure|False|0.43099209666252136
check|extract|False|0.32033705711364746
check|get|False|0.3648289740085602
check|have|False|0.5288224220275879
check|import|False|0.28195154666900635
check|indicate|False|0.5566500425338745
check|know|False|0.4003305733203888
check|know in advance|False|0.5021098852157593
check|link|False|0.3215806782245636
check|need|False|0.46414774656295776
check|plan|False|0.5657052397727966
check|properly record|False|0.5558846592903137
check|read|False|0.26575523614883423
check|receive|False|0.40656331181526184
check|record|False|0.4054452180862427
check|reuse|False|0.39666756987571716
check|see|False|0.498994380235672
check|store|False|0.24602295458316803
check|want|False|0.4174976348876953
clarify|access|False|0.4280996322631836
clarify|be inform|False|0.5634901523590088
clarify|check|True|0.7282494902610779
clarify|clarify|False|0.0
clarify|document|True|0.7829509973526001
clarify|ensure|True|0.8328229188919067
clarify|extract|False|0.5749733448028564
clarify|get|False|0.616968035697937
clarify|have|True|0.9187238216400146
clarify|import|False|0.3498559892177582
clarify|indicate|True|0.9236948490142822
clarify|know|True|0.7556586265563965
clarify|know in advance|True|0.7403944134712219
clarify|link|True|0.7997457385063171
clarify|need|True|0.7313211560249329
clarify|plan|True|0.7575628161430359
clarify|properly record|True|0.8435278534889221
clarify|read|False|0.5923392176628113
clarify|receive|True|0.784284234046936
clarify|record|False|0.6458548307418823
clarify|reuse|False|0.45870110392570496
clarify|see|True|0.8567915558815002
clarify|store|False|0.3053082525730133
clarify|want|False|0.6804983019828796
document|access|False|0.4753791391849518
document|be inform|False|0.6161020994186401
document|check|False|0.607201337814331
document|clarify|True|0.7576042413711548
document|document|False|0.0
document|ensure|False|0.6398135423660278
document|extract|False|0.4260910451412201
document|get|False|0.5468347072601318
document|have|True|0.7248572707176208
document|import|False|0.42761632800102234
document|indicate|True|0.8525192737579346
document|know|True|0.725106418132782
document|know in advance|False|0.676917314529419
document|link|False|0.4652496874332428
document|need|False|0.6292042136192322
document|plan|True|0.8323425650596619
document|properly record|True|0.7003089785575867
document|read|False|0.3981611132621765
document|receive|False|0.6347951292991638
document|record|False|0.3698764741420746
document|reuse|False|0.5778452157974243
document|see|True|0.7615354061126709
document|store|False|0.37944531440734863
document|want|False|0.6808508038520813
ensure|access|False|0.30178841948509216
ensure|be inform|False|0.5665391683578491
ensure|check|False|0.4344809353351593
ensure|clarify|False|0.6151267886161804
ensure|document|False|0.5747386813163757
ensure|ensure|False|0.0
ensure|extract|False|0.2831895351409912
ensure|get|False|0.32718512415885925
ensure|have|False|0.6073347330093384
ensure|import|False|0.2516270577907562
ensure|indicate|False|0.6141065955162048
ensure|know|False|0.4401076138019562
ensure|know in advance|False|0.483990341424942
ensure|link|False|0.2704486548900604
ensure|need|True|0.7470575571060181
ensure|plan|False|0.5231970548629761
ensure|properly record|False|0.6547349691390991
ensure|read|False|0.26653024554252625
ensure|receive|False|0.4224727749824524
ensure|record|False|0.36781662702560425
ensure|reuse|False|0.41409599781036377
ensure|see|False|0.422372043132782
ensure|store|False|0.23473915457725525
ensure|want|False|0.4106336236000061
extract|access|False|0.3151933252811432
extract|be inform|False|0.44005662202835083
extract|check|False|0.31890177726745605
extract|clarify|False|0.5111423134803772
extract|document|False|0.5820351839065552
extract|ensure|False|0.3626406490802765
extract|extract|False|0.0
extract|get|False|0.3080279529094696
extract|have|False|0.6845299005508423
extract|import|False|0.25140807032585144
extract|indicate|True|0.7080808877944946
extract|know|False|0.4697248339653015
extract|know in advance|False|0.44632861018180847
extract|link|False|0.3892309367656708
extract|need|False|0.4836880564689636
extract|plan|False|0.587497353553772
extract|properly record|False|0.5258204340934753
extract|read|False|0.22191546857357025
extract|receive|False|0.34228789806365967
extract|record|False|0.3326002359390259
extract|reuse|False|0.32690301537513733
extract|see|False|0.4465447962284088
extract|store|False|0.20666104555130005
extract|want|False|0.43557411432266235
get|access|False|0.285479873418808
get|be inform|False|0.24989061057567596
get|check|False|0.25087785720825195
get|clarify|False|0.37674495577812195
get|document|False|0.5221677422523499
get|ensure|False|0.25011730194091797
get|extract|False|0.23999443650245667
get|get|False|0.0
get|have|False|0.29745548963546753
get|import|False|0.23443681001663208
get|indicate|False|0.40659579634666443
get|know|False|0.3216543197631836
get|know in advance|False|0.3353878855705261
get|link|False|0.23112913966178894
get|need|False|0.43231815099716187
get|plan|False|0.30617475509643555
get|properly record|False|0.38514864444732666
get|read|False|0.28544881939888
get|receive|False|0.3588097095489502
get|record|False|0.21637940406799316
get|reuse|False|0.23714175820350647
get|see|False|0.41841164231300354
get|store|False|0.18313126266002655
get|want|False|0.37991073727607727
have|access|False|0.36027809977531433
have|be inform|False|0.6534367203712463
have|check|False|0.41623589396476746
have|clarify|True|0.8478485941886902
have|document|False|0.6005830764770508
have|ensure|False|0.4870591163635254
have|extract|False|0.2739779055118561
have|get|False|0.2909735441207886
have|have|False|0.0
have|import|False|0.36939525604248047
have|indicate|True|0.86387699842453
have|know|False|0.60530686378479
have|know in advance|False|0.47539108991622925
have|link|False|0.3969930410385132
have|need|False|0.485125869512558
have|plan|False|0.5576128363609314
have|properly record|False|0.5966287851333618
have|read|False|0.3876896798610687
have|receive|False|0.4125591516494751
have|record|False|0.484090656042099
have|reuse|False|0.39894190430641174
have|see|False|0.6255231499671936
have|store|False|0.2727000415325165
have|want|False|0.4350976049900055
import|access|False|0.28475823998451233
import|be inform|False|0.3216724693775177
import|check|False|0.27782586216926575
import|clarify|False|0.6190391182899475
import|document|False|0.4145251512527466
import|ensure|False|0.3131627142429352
import|extract|False|0.2407236099243164
import|get|False|0.249076709151268
import|have|False|0.46975377202033997
import|import|False|0.0
import|indicate|False|0.5303301811218262
import|know|False|0.31559401750564575
import|know in advance|False|0.3255624771118164
import|link|False|0.41172507405281067
import|need|False|0.48099735379219055
import|plan|False|0.3075260818004608
import|properly record|False|0.34470826387405396
import|read|False|0.280529648065567
import|receive|False|0.3084079325199127
import|record|False|0.23300594091415405
import|reuse|False|0.2683863043785095
import|see|False|0.36302024126052856
import|store|False|0.20744027197360992
import|want|False|0.41062530875205994
indicate|access|False|0.44356611371040344
indicate|be inform|False|0.6726354956626892
indicate|check|False|0.6815222501754761
indicate|clarify|True|0.9352474212646484
indicate|document|True|0.8178350329399109
indicate|ensure|True|0.8486791253089905
indicate|extract|False|0.6483660936355591
indicate|get|False|0.5588523745536804
indicate|have|True|0.8746462464332581
indicate|import|False|0.3884640634059906
indicate|indicate|False|0.0
indicate|know|True|0.8075981140136719
indicate|know in advance|True|0.877483606338501
indicate|link|True|0.7907432913780212
indicate|need|True|0.8077666759490967
indicate|plan|False|0.6994996070861816
indicate|properly record|True|0.788287878036499
indicate|read|True|0.7274649739265442
indicate|receive|True|0.7592955231666565
indicate|record|False|0.6515081524848938
indicate|reuse|False|0.4710901975631714
indicate|see|True|0.838232159614563
indicate|store|False|0.3528573215007782
indicate|want|True|0.7765522599220276
know|access|False|0.34919583797454834
know|be inform|False|0.45919710397720337
know|check|False|0.35289692878723145
know|clarify|False|0.683314323425293
know|document|False|0.6624616384506226
know|ensure|False|0.5490260720252991
know|extract|False|0.3150487542152405
know|get|False|0.30718421936035156
know|have|False|0.6561052203178406
know|import|False|0.2630886137485504
know|indicate|True|0.7848622798919678
know|know|False|0.0
know|know in advance|False|0.5278633236885071
know|link|False|0.45688337087631226
know|need|False|0.5651423931121826
know|plan|False|0.49025386571884155
know|properly record|False|0.6757301092147827
know|read|False|0.2987208962440491
know|receive|False|0.4930354654788971
know|record|False|0.40600529313087463
know|reuse|False|0.43862777948379517
know|see|False|0.5166524648666382
know|store|False|0.2396935671567917
know|want|False|0.5349986553192139
know in advance|access|False|0.449586421251297
know in advance|be inform|False|0.509942352771759
know in advance|check|False|0.48027274012565613
know in advance|clarify|True|0.8133851289749146
know in advance|document|False|0.6110697388648987
know in advance|ensure|False|0.5544626712799072
know in advance|extract|False|0.42683327198028564
know in advance|get|False|0.32588741183280945
know in advance|have|False|0.6627893447875977
know in advance|import|False|0.43767672777175903
know in advance|indicate|True|0.7593576908111572
know in advance|know|False|0.5228673219680786
know in advance|know in advance|False|0.0
know in advance|link|False|0.5480576753616333
know in advance|need|False|0.6350671648979187
know in advance|plan|False|0.4227428138256073
know in advance|properly record|False|0.6750019192695618
know in advance|read|False|0.4308973550796509
know in advance|receive|False|0.43400999903678894
know in advance|record|False|0.3890400528907776
know in advance|reuse|False|0.4032178819179535
know in advance|see|False|0.4720305800437927
know in advance|store|False|0.25879645347595215
know in advance|want|False|0.515591025352478
link|access|False|0.4222942590713501
link|be inform|False|0.4137263596057892
link|check|False|0.4383906424045563
link|clarify|True|0.7689442038536072
link|document|False|0.6418785452842712
link|ensure|False|0.5446670651435852
link|extract|False|0.41772356629371643
link|get|False|0.4018329381942749
link|have|True|0.7410873770713806
link|import|False|0.3727928102016449
link|indicate|True|0.8593562841415405
link|know|False|0.6140431761741638
link|know in advance|False|0.5782081484794617
link|link|False|0.0
link|need|False|0.567348301410675
link|plan|True|0.751284658908844
link|properly record|False|0.6546712517738342
link|read|False|0.3745060861110687
link|receive|False|0.5634779334068298
link|record|False|0.5489518642425537
link|reuse|False|0.48469141125679016
link|see|False|0.5283705592155457
link|store|False|0.3036313056945801
link|want|False|0.5730432868003845
need|access|False|0.47924792766571045
need|be inform|False|0.5635282397270203
need|check|False|0.49691876769065857
need|clarify|False|0.6563002467155457
need|document|False|0.6438558101654053
need|ensure|False|0.5125169157981873
need|extract|False|0.39325740933418274
need|get|False|0.41806384921073914
need|have|False|0.5543884038925171
need|import|False|0.4887433350086212
need|indicate|True|0.7135536074638367
need|know|False|0.5264818072319031
need|know in advance|False|0.5334418416023254
need|link|False|0.5469906330108643
need|need|False|0.0
need|plan|True|0.716256320476532
need|properly record|False|0.6663090586662292
need|read|False|0.4604645371437073
need|receive|False|0.5470463633537292
need|record|False|0.46386098861694336
need|reuse|False|0.5018627047538757
need|see|False|0.6375908851623535
need|store|False|0.4101080596446991
need|want|False|0.48299816250801086
plan|access|False|0.2958647608757019
plan|be inform|False|0.4881106913089752
plan|check|False|0.3717891275882721
plan|clarify|False|0.61974036693573
plan|document|False|0.534679114818573
plan|ensure|False|0.47461777925491333
plan|extract|False|0.29794421792030334
plan|get|False|0.3067573606967926
plan|have|False|0.5648428201675415
plan|import|False|0.28518208861351013
plan|indicate|False|0.5867031216621399
plan|know|False|0.4342174530029297
plan|know in advance|False|0.4132525324821472
plan|link|False|0.43398526310920715
plan|need|False|0.498184472322464
plan|plan|False|0.0
plan|properly record|False|0.5332364439964294
plan|read|False|0.4575071930885315
plan|receive|False|0.4471907317638397
plan|record|False|0.3373708426952362
plan|reuse|False|0.3490501344203949
plan|see|False|0.5385269522666931
plan|store|False|0.22685979306697845
plan|want|False|0.40890970826148987
properly record|access|False|0.35658928751945496
properly record|be inform|False|0.42756280303001404
properly record|check|False|0.33279600739479065
properly record|clarify|True|0.7366189360618591
properly record|document|False|0.568503201007843
properly record|ensure|False|0.6308992505073547
properly record|extract|False|0.285064697265625
properly record|get|False|0.37929287552833557
properly record|have|False|0.6879177093505859
properly record|import|False|0.2854861319065094
properly record|indicate|False|0.6855412721633911
properly record|know|False|0.5190466046333313
properly record|know in advance|False|0.5126606225967407
properly record|link|False|0.40261200070381165
properly record|need|False|0.543334424495697
properly record|plan|False|0.4755924642086029
properly record|properly record|False|0.0
properly record|read|False|0.3835815489292145
properly record|receive|False|0.39013856649398804
properly record|record|False|0.4825111925601959
properly record|reuse|False|0.34014439582824707
properly record|see|False|0.6392475962638855
properly record|store|False|0.24922378361225128
properly record|want|False|0.5222064256668091
read|access|False|0.310926228761673
read|be inform|False|0.5295909643173218
read|check|False|0.3077778220176697
read|clarify|True|0.7623013854026794
read|document|False|0.6250902414321899
read|ensure|False|0.5350783467292786
read|extract|False|0.19569620490074158
read|get|False|0.2420933097600937
read|have|False|0.6592028141021729
read|import|False|0.25436970591545105
read|indicate|True|0.8236852288246155
read|know|False|0.385922372341156
read|know in advance|False|0.3491886556148529
read|link|False|0.25655847787857056
read|need|False|0.46840277314186096
read|plan|False|0.5692987442016602
read|properly record|False|0.5367997288703918
read|read|False|0.0
read|receive|False|0.3048626780509949
read|record|False|0.2420112043619156
read|reuse|False|0.2666035294532776
read|see|False|0.5661607980728149
read|store|False|0.206365168094635
read|want|False|0.41664308309555054
receive|access|False|0.4161214828491211
receive|be inform|False|0.3930937945842743
receive|check|False|0.4081544876098633
receive|clarify|False|0.6140185594558716
receive|document|False|0.6146225333213806
receive|ensure|False|0.43470877408981323
receive|extract|False|0.3718975782394409
receive|get|False|0.4524458646774292
receive|have|False|0.608185350894928
receive|import|False|0.3474738597869873
receive|indicate|False|0.6947462558746338
receive|know|False|0.461276113986969
receive|know in advance|False|0.46920737624168396
receive|link|False|0.3754153251647949
receive|need|False|0.5330906510353088
receive|plan|False|0.4609020948410034
receive|properly record|False|0.587436318397522
receive|read|False|0.3636467754840851
receive|receive|False|0.0
receive|record|False|0.3770306706428528
receive|reuse|False|0.4564494490623474
receive|see|False|0.4281312823295593
receive|store|False|0.3024514615535736
receive|want|False|0.4713808298110962
record|access|False|0.3825761079788208
record|be inform|False|0.37428176403045654
record|check|False|0.3691650927066803
record|clarify|False|0.5246472954750061
record|document|False|0.2851264774799347
record|ensure|False|0.4426935017108917
record|extract|False|0.34168776869773865
record|get|False|0.3142052888870239
record|have|False|0.5661152601242065
record|import|False|0.3239995837211609
record|indicate|True|0.7039982676506042
record|know|False|0.5444774031639099
record|know in advance|False|0.4232521057128906
record|link|False|0.40970006585121155
record|need|False|0.5132125020027161
record|plan|False|0.5018450021743774
record|properly record|False|0.6396710872650146
record|read|False|0.372978538274765
record|receive|False|0.4490053653717041
record|record|False|0.0
record|reuse|False|0.42899802327156067
record|see|False|0.5537176132202148
record|store|False|0.2853887677192688
record|want|False|0.4638809263706207
reuse|access|False|0.3037604093551636
reuse|be inform|False|0.4666852653026581
reuse|check|False|0.29358917474746704
reuse|clarify|True|0.7159237265586853
reuse|document|False|0.5267557501792908
reuse|ensure|False|0.513212263584137
reuse|extract|False|0.27216047048568726
reuse|get|False|0.26282528042793274
reuse|have|False|0.5983723998069763
reuse|import|False|0.25322532653808594
reuse|indicate|False|0.6835426688194275
reuse|know|False|0.40561822056770325
reuse|know in advance|False|0.4431816637516022
reuse|link|False|0.4893187880516052
reuse|need|False|0.4941308796405792
reuse|plan|False|0.4620710611343384
reuse|properly record|False|0.4029659032821655
reuse|read|False|0.3045618236064911
reuse|receive|False|0.35235047340393066
reuse|record|False|0.26360374689102173
reuse|reuse|False|0.0
reuse|see|False|0.4825820326805115
reuse|store|False|0.24278372526168823
reuse|want|False|0.50078946352005
see|access|False|0.41955888271331787
see|be inform|False|0.5635741949081421
see|check|False|0.4467845857143402
see|clarify|True|0.8567295074462891
see|document|False|0.6353279948234558
see|ensure|False|0.47918692231178284
see|extract|False|0.30112290382385254
see|get|False|0.41029980778694153
see|have|False|0.6673666834831238
see|import|False|0.378316193819046
see|indicate|True|0.7857735753059387
see|know|False|0.4835957884788513
see|know in advance|False|0.5458762049674988
see|link|False|0.36334535479545593
see|need|False|0.6073324680328369
see|plan|False|0.5781976580619812
see|properly record|False|0.5695067644119263
see|read|False|0.45103374123573303
see|receive|False|0.5603179931640625
see|record|False|0.42088356614112854
see|reuse|False|0.4264569580554962
see|see|False|0.0
see|store|False|0.3395993113517761
see|want|False|0.4890274703502655
store|access|False|0.24032963812351227
store|be inform|False|0.2057875245809555
store|check|False|0.2294369786977768
store|clarify|False|0.3524540364742279
store|document|False|0.31079500913619995
store|ensure|False|0.252049058675766
store|extract|False|0.19201728701591492
store|get|False|0.18419481813907623
store|have|False|0.3019205331802368
store|import|False|0.20869316160678864
store|indicate|False|0.4237765967845917
store|know|False|0.2880473732948303
store|know in advance|False|0.24963900446891785
store|link|False|0.17937590181827545
store|need|False|0.39265626668930054
store|plan|False|0.20913434028625488
store|properly record|False|0.3680526316165924
store|read|False|0.19231754541397095
store|receive|False|0.2632020115852356
store|record|False|0.20817676186561584
store|reuse|False|0.24390551447868347
store|see|False|0.3335334062576294
store|store|False|0.0
store|want|False|0.28690364956855774
want|access|False|0.45959532260894775
want|be inform|False|0.45716121792793274
want|check|False|0.4538514316082001
want|clarify|True|0.7102251648902893
want|document|False|0.5807493925094604
want|ensure|False|0.5074553489685059
want|extract|False|0.3392237722873688
want|get|False|0.47797998785972595
want|have|False|0.5600794553756714
want|import|False|0.3913498818874359
want|indicate|True|0.742719292640686
want|know|False|0.5298295617103577
want|know in advance|False|0.5444062352180481
want|link|False|0.4696626365184784
want|need|False|0.5026316046714783
want|plan|False|0.5237963199615479
want|properly record|True|0.7238226532936096
want|read|False|0.37329116463661194
want|receive|False|0.5691447257995605
want|record|False|0.44680702686309814
want|reuse|False|0.4789756238460541
want|see|False|0.5337499380111694
want|store|False|0.29963648319244385
want|want|False|0.0
