Entity 1 | Entity 2 | Result | Score 
affidavit|affidavit|False|0.0
affidavit|appeal|False|0.47663792967796326
affidavit|application|True|0.6932920813560486
affidavit|approve proffer|True|0.6865913271903992
affidavit|bond|True|0.7426306009292603
affidavit|building development project|True|0.8102203011512756
affidavit|citation|True|0.7274948954582214
affidavit|code modification|True|0.8843170404434204
affidavit|completeness review|True|0.6263077259063721
affidavit|completion of require plan review|True|0.6253355145454407
affidavit|consistency|True|0.9221864342689514
affidavit|custom query / report|True|0.643509030342102
affidavit|customer portal user account|False|0.44200563430786133
affidavit|development - relate permit|True|0.6134548783302307
affidavit|draft proffer|False|0.42432722449302673
affidavit|each condo unit|False|0.18498998880386353
affidavit|fee|True|0.5679351687431335
affidavit|fine|True|0.7365255951881409
affidavit|formal response|True|0.9088613390922546
affidavit|gis property management|True|0.7997928261756897
affidavit|hearing calendar|False|0.3438173830509186
affidavit|hearing date|False|0.4005089998245239
affidavit|hearing decision|True|0.6228716373443604
affidavit|hearing execution|False|0.30386123061180115
affidavit|hearing requirement|False|0.27070385217666626
affidavit|hold|True|0.5018494129180908
affidavit|information|True|0.8667420744895935
affidavit|inspection|True|0.7568190097808838
affidavit|inspector workload|True|0.5218515992164612
affidavit|internal note|True|0.6442244052886963
affidavit|meet|True|0.7538592219352722
affidavit|notice of violation|False|0.1536758989095688
affidavit|ordinance|False|0.32465043663978577
affidavit|outcome|True|0.8602218627929688
affidavit|plan|True|0.7012444734573364
affidavit|plan amendment|True|0.5560872554779053
affidavit|plan review meeting|False|0.34623950719833374
affidavit|plan reviewer workload|False|0.37565284967422485
affidavit|planning - relate report|True|0.7621574997901917
affidavit|planning study|True|0.77170729637146
affidavit|preapplication assistance|True|0.7018531560897827
affidavit|property information|True|0.9378478527069092
affidavit|request|False|0.46775174140930176
affidavit|requirement|False|0.2442925125360489
affidavit|service|True|0.6938157081604004
affidavit|staff report|False|0.4207858443260193
affidavit|staff review|False|0.45727410912513733
affidavit|status|True|0.7396132349967957
affidavit|support documentation|True|0.6252938508987427
affidavit|when|True|0.7641574740409851
affidavit|zoning - relate permit|False|0.3249507546424866
appeal|affidavit|True|0.5349541306495667
appeal|appeal|False|0.0
appeal|application|True|0.9611952304840088
appeal|approve proffer|True|0.9586344957351685
appeal|bond|True|0.9777328968048096
appeal|building development project|True|0.8930412530899048
appeal|citation|True|0.9956269264221191
appeal|code modification|True|0.9813516736030579
appeal|completeness review|True|0.912441074848175
appeal|completion of require plan review|True|0.9200652241706848
appeal|consistency|True|0.9682989716529846
appeal|custom query / report|True|0.8206528425216675
appeal|customer portal user account|True|0.6906831860542297
appeal|development - relate permit|True|0.9315909147262573
appeal|draft proffer|True|0.7258362174034119
appeal|each condo unit|False|0.3890628218650818
appeal|fee|True|0.9771093726158142
appeal|fine|True|0.9269589185714722
appeal|formal response|True|0.9954173564910889
appeal|gis property management|True|0.9370709657669067
appeal|hearing calendar|True|0.5571640729904175
appeal|hearing date|True|0.6576374173164368
appeal|hearing decision|True|0.6467506289482117
appeal|hearing execution|False|0.43079081177711487
appeal|hearing requirement|False|0.3684294521808624
appeal|hold|True|0.9585937857627869
appeal|information|True|0.9945557713508606
appeal|inspection|True|0.9099529385566711
appeal|inspector workload|True|0.8124492764472961
appeal|internal note|True|0.8962123990058899
appeal|meet|True|0.952491819858551
appeal|notice of violation|True|0.5228546261787415
appeal|ordinance|True|0.7621815800666809
appeal|outcome|True|0.9790437817573547
appeal|plan|True|0.9775928854942322
appeal|plan amendment|True|0.8920239806175232
appeal|plan review meeting|True|0.6576433777809143
