Entity 1 | Entity 2 | Result | Score 
affidavit|affidavit|True|1.0
affidavit|application|False|0.7731928825378418
affidavit|bond|False|0.7815194725990295
affidavit|citation|False|0.8096559047698975
affidavit|code modification|False|0.646406888961792
affidavit|completeness review|False|0.7854018807411194
affidavit|consistency|False|0.8564910292625427
affidavit|fee|False|0.6872327923774719
affidavit|fine|False|0.6493799686431885
affidavit|formal response|False|0.7980548143386841
affidavit|hearing calendar|False|0.6513094902038574
affidavit|hearing decision|False|0.7889237403869629
affidavit|hearing execution|False|0.6525903344154358
affidavit|hold|False|0.7637820243835449
affidavit|inspector workload|False|0.7534011602401733
affidavit|internal note|False|0.7288913130760193
affidavit|meet|False|0.7477836012840271
affidavit|notice of violation|False|0.7986021041870117
affidavit|ordinance|False|0.7307952642440796
affidavit|outcome|False|0.6883111000061035
affidavit|plan review meeting|False|0.6180613040924072
affidavit|planning - relate report|False|0.6968198418617249
affidavit|planning study|False|0.6162179708480835
affidavit|request|False|0.7684643268585205
affidavit|requirement|False|0.7972986698150635
affidavit|service|False|0.7385610938072205
affidavit|staff report|False|0.7028924822807312
affidavit|staff review|False|0.6888700127601624
affidavit|zoning - relate permit|False|0.8079774379730225
appeal|affidavit|False|0.8981934785842896
appeal|appeal|True|1.0
appeal|application|False|0.8847391605377197
appeal|approve proffer|True|0.9334941506385803
appeal|bond|False|0.8656662702560425
appeal|citation|False|0.8508513569831848
appeal|code modification|False|0.7582829594612122
appeal|completeness review|False|0.828134298324585
appeal|consistency|True|0.9203385710716248
appeal|fee|False|0.7498795986175537
appeal|fine|False|0.8363077640533447
appeal|formal response|False|0.8468784689903259
appeal|hearing calendar|False|0.712966799736023
appeal|hearing decision|False|0.8053929209709167
appeal|hearing execution|False|0.637247622013092
appeal|hold|False|0.8376225233078003
appeal|inspector workload|False|0.7430983185768127
appeal|internal note|False|0.8077910542488098
appeal|meet|False|0.817355751991272
appeal|notice of violation|False|0.7484419345855713
appeal|ordinance|False|0.823950469493866
appeal|outcome|False|0.8402620553970337
appeal|plan review meeting|False|0.7308396100997925
appeal|plan reviewer workload|False|0.7936984300613403
appeal|planning - relate report|False|0.7457852959632874
appeal|planning study|False|0.7481017112731934
appeal|property information|False|0.8457660675048828
appeal|request|False|0.8452335000038147
appeal|requirement|False|0.8450256586074829
appeal|service|False|0.8117321729660034
appeal|staff report|False|0.6657266020774841
appeal|staff review|False|0.7416608333587646
appeal|zoning - relate permit|False|0.8434990644454956
application|application|True|1.0
application|bond|False|0.8878749012947083
application|code modification|False|0.7877169847488403
application|consistency|True|0.9407961368560791
application|hearing calendar|False|0.7978925704956055
application|hearing decision|False|0.828926146030426
application|hold|True|0.9057963490486145
application|meet|False|0.871970534324646
application|notice of violation|False|0.7883445024490356
application|plan review meeting|False|0.7879368662834167
application|planning - relate report|False|0.8591561913490295
application|planning study|False|0.8527470827102661
application|request|False|0.8903770446777344
application|requirement|False|0.8984006643295288
application|service|True|0.920436680316925
application|staff report|False|0.7334508299827576
approve proffer|affidavit|True|0.9104553461074829
approve proffer|application|False|0.8815295100212097
approve proffer|approve proffer|True|1.0
approve proffer|bond|False|0.8123297095298767
approve proffer|citation|False|0.878562867641449
approve proffer|code modification|False|0.7728842496871948
approve proffer|completeness review|False|0.8932626843452454
approve proffer|consistency|True|0.9117928147315979
approve proffer|fee|False|0.7775088548660278
approve proffer|fine|False|0.8052138090133667
approve proffer|formal response|False|0.8973120450973511
approve proffer|hearing calendar|False|0.640017032623291
approve proffer|hearing decision|False|0.8012917041778564
approve proffer|hearing execution|False|0.7246454954147339
approve proffer|hold|False|0.8114650845527649
approve proffer|inspector workload|False|0.8005483746528625
approve proffer|internal note|False|0.8189401626586914
approve proffer|meet|False|0.8082764148712158
approve proffer|notice of violation|False|0.7243075966835022
approve proffer|ordinance|False|0.802751362323761
approve proffer|outcome|False|0.8637493252754211
approve proffer|plan review meeting|False|0.8127183318138123
approve proffer|plan reviewer workload|False|0.8513007760047913
approve proffer|planning - relate report|False|0.8554384708404541
approve proffer|planning study|False|0.7305017709732056
approve proffer|property information|False|0.817927360534668
approve proffer|request|False|0.8836919665336609
approve proffer|requirement|False|0.8818647861480713
approve proffer|service|False|0.8756269216537476
approve proffer|staff report|False|0.8076624870300293
approve proffer|staff review|False|0.8145262002944946
approve proffer|zoning - relate permit|True|0.9113704562187195
bond|bond|True|1.0
bond|consistency|False|0.8951015472412109
bond|hearing decision|False|0.7479407787322998
bond|requirement|False|0.806383490562439
building development project|affidavit|False|0.680111289024353
building development project|appeal|False|0.6651431322097778
building development project|application|False|0.8240024447441101
building development project|approve proffer|False|0.821977436542511
building development project|bond|False|0.7071049213409424
building development project|building development project|True|1.0
building development project|citation|False|0.7682523727416992
building development project|code modification|False|0.7098568677902222
building development project|completeness review|False|0.7595335245132446
building development project|consistency|False|0.827847957611084
building development project|custom query / report|False|0.7284242510795593
building development project|customer portal user account|False|0.6750715374946594
building development project|draft proffer|False|0.8351474404335022
building development project|fee|False|0.7147579789161682
building development project|fine|False|0.6661459803581238
building development project|formal response|False|0.7461496591567993
building development project|hearing calendar|False|0.5858127474784851
building development project|hearing decision|False|0.5865902900695801
building development project|hearing execution|False|0.6504722237586975
building development project|hearing requirement|False|0.723251461982727
building development project|hold|False|0.7782935500144958
building development project|inspection|False|0.7268093228340149
building development project|inspector workload|False|0.6708046197891235
building development project|internal note|False|0.679533064365387
building development project|meet|False|0.7369197010993958
building development project|notice of violation|False|0.6273750066757202
building development project|ordinance|False|0.6676704287528992
building development project|outcome|False|0.8478123545646667
building development project|plan review meeting|False|0.820422887802124
building development project|plan reviewer workload|False|0.7937352657318115
building development project|planning - relate report|False|0.819673478603363
building development project|planning study|False|0.8719877600669861
building development project|property information|False|0.799665629863739
building development project|request|False|0.7747933864593506
building development project|requirement|False|0.8234142065048218
building development project|service|False|0.749941885471344
building development project|staff report|False|0.6225915551185608
building development project|staff review|False|0.6524516344070435
building development project|when|False|0.7824915647506714
building development project|zoning - relate permit|True|0.9296608567237854
citation|application|True|0.9054843783378601
citation|bond|False|0.8741819262504578
citation|citation|True|1.0
citation|code modification|False|0.7706205248832703
citation|completeness review|False|0.8719115257263184
citation|consistency|True|0.9183865189552307
citation|fine|False|0.8201091885566711
citation|hearing calendar|False|0.7597365379333496
citation|hearing decision|False|0.7784029841423035
citation|hold|False|0.8533385992050171
citation|inspector workload|False|0.7919325232505798
citation|internal note|False|0.8555095195770264
citation|meet|False|0.8279848694801331
citation|notice of violation|False|0.7805455327033997
citation|ordinance|False|0.8297901749610901
citation|plan review meeting|False|0.6541775465011597
citation|planning - relate report|False|0.8312230110168457
citation|planning study|False|0.8086694478988647
citation|request|False|0.8067992329597473
citation|requirement|False|0.8513486385345459
citation|service|False|0.8562089800834656
